grupo,pct_pf_medio,pct_partido_medio,pct_crowdfund_medio,pct_proprio_medio
"ricas progressistas (1, 2, 251)",13.585993219124004,81.52114099028475,2.7177585458926297,1.4949326551062565
"ricas conservadoras (5, 258)",10.869173247866106,87.19123906090347,1.1884209884336079,0.5150561631520468
"outras ricas (3, 6, 346)",14.231601943899802,81.37542068665869,1.8355953319469702,2.034614474332006
"periferia direita (254, 420)",13.936488459581085,85.04366435462232,0.0,1.0198471857965914
"periferia esquerda (389, 404)",8.043592774366845,83.5297564090701,0.25659848971251303,6.264519769491332
