ano,crowdfund,outros,outros_cand,partido,pf,pj,proprio
2012,0.0,0.0,26.551890268179562,41.660754597904464,0.0,23.828719734314717,7.9586353996012535
2016,0.0,0.14690467840484359,9.206295889056697,27.968747190913124,40.97137358786501,0.0,21.706678653760342
2020,2.125329677607293,0.016012500417639727,1.1236077148918757,64.99836634847097,23.66463644736356,0.0,8.072047311248662
2024,0.3777751346942418,0.01703892810335936,1.7036562397441433,86.65257667676212,9.071949854115609,0.0,2.177003166580516
