ano,crowdfund,outros,outros_cand,partido,pf,pj,proprio
2012,0.0,0.0,24.71746988,38.782491060000005,0.0,22.182438100000002,7.408788179999999
2016,0.0,0.06338631,3.9723249899999997,12.06793207,17.67829463,0.0,9.365979880000001
2020,1.78624448,0.01345779,0.944342,54.62821807,19.88906788,0.0,6.78419452
2024,0.79103108,0.03567816,3.5673206399999997,181.44360234,18.99594132,0.0,4.55847145
