sq_candidato,nome,partido,situacao,votos,receita_total,receita_2024,custo_por_voto,bloco,cargo,ano,escopo,arquetipo,eficiencia,custo_voto
250000811394,ELY TERUEL,PODE,ELEITO 1T,23084,358500.0,458880.0,19.878703864148328,DIREITA,Vereador,2020,SP_CAPITAL,Outros,50.30509065550907,19.878703864148328
250000811453,DANILO DO POSTO DE SAÚDE,PODE,ELEITO 1T,19024,124470.0,159321.6,8.374768713204373,DIREITA,Vereador,2020,SP_CAPITAL,Outros,119.40628263838674,8.374768713204373
250000881905,PAULO FRANGE,PTB,ELEITO 1T,17796,338200.3,432896.384,24.325487974825805,DIREITA,Vereador,2020,SP_CAPITAL,Outros,41.10914449218407,24.325487974825805
250000883826,SANSÃO PEREIRA,REPUBLICANOS,ELEITO 1T,39709,238096.93,304764.0704,7.674936926137652,DIREITA,Vereador,2020,SP_CAPITAL,Outros,130.29423037919892,7.674936926137652
250000883844,ANDRÉ SANTOS,REPUBLICANOS,ELEITO 1T,41584,719118.0,920471.04,22.13522123893805,DIREITA,Vereador,2020,SP_CAPITAL,Outros,45.17686944284526,22.135221238938055
250000883850,SONAIRA FERNANDES,REPUBLICANOS,ELEITO 1T,17881,22002.5,28163.2,1.575034953302388,DIREITA,Vereador,2020,SP_CAPITAL,Outros,634.9065447108284,1.575034953302388
250000883851,ATILIO FRANCISCO,REPUBLICANOS,ELEITO 1T,35345,279546.92,357820.0576,10.12364005092658,DIREITA,Vereador,2020,SP_CAPITAL,Outros,98.77869965442653,10.12364005092658
250000885531,DR SIDNEY CRUZ,SOLIDARIEDADE,ELEITO 1T,17899,241856.97,309576.9216,17.29576633331471,DIREITA,Vereador,2020,SP_CAPITAL,Profissional,57.81761737112642,17.29576633331471
250000919185,JOÃO JORGE,PSDB,ELEITO 1T,34323,608200.0,778496.0,22.68146723771232,DIREITA,Vereador,2020,SP_CAPITAL,Outros,44.08885851693522,22.681467237712322
250000919186,AURÉLIO NOMURA,PSDB,ELEITO 1T,25316,372977.07,477410.6496,18.85806010428188,DIREITA,Vereador,2020,SP_CAPITAL,Outros,53.027723661403634,18.858060104281876
250000919199,RUTE COSTA,PSDB,ELEITO 1T,41546,221045.84,282938.6752,6.810250690800558,DIREITA,Vereador,2020,SP_CAPITAL,Outros,146.83747271606651,6.810250690800558
250000919202,EDUARDO TUMA,PSDB,ELEITO 1T,40270,965473.3,1235805.824,30.68800158927241,DIREITA,Vereador,2020,SP_CAPITAL,Outros,32.58602542400706,30.68800158927241
250000919204,TRIPOLI,PSDB,ELEITO 1T,30495,656567.0700000001,840405.8496000001,27.55880798819479,DIREITA,Vereador,2020,SP_CAPITAL,Outros,36.28603967299182,27.55880798819479
250000919211,CARLOS BEZERRA JR.,PSDB,ELEITO 1T,34144,193117.07,247189.8496,7.239627741330834,DIREITA,Vereador,2020,SP_CAPITAL,Familiar/Dinastia,138.12864911423938,7.239627741330834
250000919212,SANDRA SANTANA,PSDB,ELEITO 1T,19591,431797.07,552700.2496,28.211946791894235,DIREITA,Vereador,2020,SP_CAPITAL,Outros,35.445976393494284,28.211946791894235
250000919213,FABIO RIVA,PSDB,ELEITO 1T,24739,238917.07,305813.8496,12.361609183879704,DIREITA,Vereador,2020,SP_CAPITAL,Outros,80.8956168347452,12.361609183879704
250000925979,GILBERTO NASCIMENTO JR,PSC,ELEITO 1T,22659,296873.08,379997.5424,16.770269755946867,DIREITA,Vereador,2020,SP_CAPITAL,Familiar/Dinastia,59.629333013286356,16.770269755946863
250001016136,EDIR SALES,PSD,ELEITO 1T,23106,900171.74,1152219.8272,49.866693811131306,DIREITA,Vereador,2020,SP_CAPITAL,Outros,20.053465019908312,49.866693811131306
250001016152,FELIPE BECARI,PSD,ELEITO 1T,98717,103000.0,131840.0,1.3355349129329297,DIREITA,Vereador,2020,SP_CAPITAL,Outros,748.7636529126213,1.3355349129329295
250001016164,RODRIGO GOULART,PSD,ELEITO 1T,31472,1167149.41,1493951.2448,47.46921850533808,DIREITA,Vereador,2020,SP_CAPITAL,Outros,21.066283193340258,47.46921850533808
250001088436,GEORGE HATO,MDB,ELEITO 1T,25599,544594.75,697081.28,27.230801203172,DIREITA,Vereador,2020,SP_CAPITAL,Outros,36.72312072417151,27.230801203172
250001088449,DELEGADO PALUMBO,MDB,ELEITO 1T,118395,288360.0,369100.8,3.1175370581527937,DIREITA,Vereador,2020,SP_CAPITAL,Segurança,320.76603464419475,3.1175370581527937
250001088452,MARCELO MESSIAS,MDB,ELEITO 1T,23006,159501.24,204161.5872,8.874275719377552,DIREITA,Vereador,2020,SP_CAPITAL,Outros,112.68525247828794,8.874275719377554
250001123275,CAMILO CRISTOFARO,PSB,ELEITO 1T,23431,230000.0,294400.0,12.564551235542655,ESQUERDA,Vereador,2020,SP_CAPITAL,Outros,79.58899456521739,12.564551235542657
250001123285,ELISEU GABRIEL,PSB,ELEITO 1T,21122,545564.4299999999,698322.4703999999,33.06138009658176,ESQUERDA,Vereador,2020,SP_CAPITAL,Outros,30.246771220037203,33.06138009658176
250001881793,RICARDO TEIXEIRA,UNIÃO,ELEITO 1T,31566,861102.45,861102.45,27.279428815814484,DIREITA,Vereador,2024,SP_CAPITAL,Outros,36.657659027680154,27.279428815814484
250001881805,SILVÃO LEITE,UNIÃO,ELEITO 1T,63988,3640826.79,3640826.79,56.89858707882728,DIREITA,Vereador,2024,SP_CAPITAL,Outros,17.575128862419735,56.89858707882728
250001881806,ADRILLES JORGE,UNIÃO,ELEITO 1T,25038,650568.2000000001,650568.2000000001,25.983233485102648,DIREITA,Vereador,2024,SP_CAPITAL,Outros,38.48635700300137,25.983233485102648
250001881809,RUBINHO NUNES,UNIÃO,ELEITO 1T,101549,2190134.39,2190134.39,21.567266935174157,DIREITA,Vereador,2024,SP_CAPITAL,Outros,46.36656109491071,21.567266935174153
250001881810,SILVINHO,UNIÃO,ELEITO 1T,53453,3701246.14,3701246.14,69.24300114118945,DIREITA,Vereador,2024,SP_CAPITAL,Outros,14.441892805324208,69.24300114118945
250001881822,AMANDA VETTORAZZO,UNIÃO,ELEITO 1T,40144,1053489.28,1053489.28,26.2427580709446,DIREITA,Vereador,2024,SP_CAPITAL,Outros,38.10575082453615,26.2427580709446
250001881830,PASTORA SANDRA ALVES,UNIÃO,ELEITO 1T,74192,4068007.88,4068007.88,54.83081572137157,DIREITA,Vereador,2024,SP_CAPITAL,Religioso,18.237919440805015,54.83081572137157
250001913931,JOÃO ANANIAS,PT,ELEITO 1T,33225,1679930.87,1679930.87,50.56225342362679,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,19.77759953896198,50.56225342362679
250001913934,ALESSANDRO GUEDES,PT,ELEITO 1T,58183,1583192.27,1583192.27,27.21056442603509,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,36.75043208744317,27.210564426035095
250001913942,SENIVAL MOURA,PT,ELEITO 1T,30480,1279965.87,1279965.87,41.99363090551181,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,23.813134954918755,41.993630905511814
250001913946,JAIR TATTO,PT,ELEITO 1T,30905,1105236.74,1105236.74,35.76239249312409,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,27.962335019735228,35.76239249312409
250001913948,HÉLIO RODRIGUES,PT,ELEITO 1T,40753,1467867.87,1467867.87,36.018645743871616,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,27.76339807751225,36.018645743871616
250001913953,NABIL BONDUKI,PT,ELEITO 1T,49540,1250124.19,1250124.19,25.234642511102138,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,39.62806287269747,25.234642511102138
250001913956,LUNA ZARATTINI,PT,ELEITO 1T,100921,1951350.87,1951350.87,19.335429395269568,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,51.718530763255295,19.335429395269568
250001913963,DHEISON,PT,ELEITO 1T,30575,1105382.87,1105382.87,36.15316009811938,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,27.660099346392077,36.15316009811938
250001913972,TRIPOLI,PV,ELEITO 1T,39039,1273424.2000000002,1273424.2000000002,32.61928328082175,CENTRO,Vereador,2024,SP_CAPITAL,Outros,30.656712822011702,32.61928328082175
250001933051,GABRIEL ABREU,PODE,ELEITO 1T,58581,2124460.32,2124460.32,36.26534746760895,DIREITA,Vereador,2024,SP_CAPITAL,Outros,27.574532434665578,36.26534746760895
250001933054,DANILO DO POSTO DE SAÚDE,PODE,ELEITO 1T,58676,639999.99,639999.99,10.907355477537664,DIREITA,Vereador,2024,SP_CAPITAL,Outros,91.68125143251955,10.907355477537664
250001933064,DR. MILTON FERREIRA,PODE,ELEITO 1T,33493,1112465.63,1112465.63,33.21486967426029,DIREITA,Vereador,2024,SP_CAPITAL,Profissional,30.106997552814285,33.21486967426029
250001933068,ANA CAROLINA OLIVEIRA,PODE,ELEITO 1T,129563,1540589.0,1540589.0,11.89065551121848,DIREITA,Vereador,2024,SP_CAPITAL,Outros,84.09965279513226,11.89065551121848
250001933078,KENJI PALUMBO,PODE,ELEITO 1T,32495,643554.0,643554.0,19.80470841667949,DIREITA,Vereador,2024,SP_CAPITAL,Outros,50.49304331882018,19.80470841667949
250001933095,SIMONE GANEM,PODE,ELEITO 1T,38540,1012760.0,1012760.0,26.27815256875973,DIREITA,Vereador,2024,SP_CAPITAL,Outros,38.05442553023421,26.27815256875973
250001962463,ELY TERUEL,MDB,ELEITO 1T,35622,1736000.0,1736000.0,48.7339284711695,DIREITA,Vereador,2024,SP_CAPITAL,Outros,20.51958525345622,48.7339284711695
250001962464,FABIO RIVA,MDB,ELEITO 1T,44627,1140000.0,1140000.0,25.545073610146325,DIREITA,Vereador,2024,SP_CAPITAL,Outros,39.146491228070175,25.545073610146325
250001962465,JOÃO JORGE,MDB,ELEITO 1T,36296,1421263.11,1421263.11,39.15756860260083,DIREITA,Vereador,2024,SP_CAPITAL,Outros,25.537847105593276,39.15756860260084
250001962471,MARCELO MESSIAS,MDB,ELEITO 1T,40079,682000.0,682000.0,17.016392624566482,DIREITA,Vereador,2024,SP_CAPITAL,Outros,58.766862170087975,17.016392624566482
250001962472,GEORGE HATO,MDB,ELEITO 1T,42837,1240465.27,1240465.27,28.957799799238977,DIREITA,Vereador,2024,SP_CAPITAL,Outros,34.53301034377206,28.957799799238977
250001962497,SIDNEY CRUZ,MDB,ELEITO 1T,42988,1697900.0,1697900.0,39.49706894947427,DIREITA,Vereador,2024,SP_CAPITAL,Outros,25.318334413098533,39.49706894947427
250001962510,SANDRA SANTANA,MDB,ELEITO 1T,38326,1325798.55,1325798.55,34.59266685800762,DIREITA,Vereador,2024,SP_CAPITAL,Outros,28.907860851107433,34.59266685800762
250001973467,LUCAS PAVANATO,PL,ELEITO 1T,161386,1077658.34,1077658.34,6.677520602778432,DIREITA,Vereador,2024,SP_CAPITAL,Outros,149.75618339296662,6.677520602778432
250001973481,ISAC FÉLIX,PL,ELEITO 1T,62275,1052000.0,1052000.0,16.892814130871137,DIREITA,Vereador,2024,SP_CAPITAL,Outros,59.196768060836504,16.892814130871137
250001973486,DRA SANDRA TADEU,PL,ELEITO 1T,74511,1593501.32,1593501.32,21.38612178067668,DIREITA,Vereador,2024,SP_CAPITAL,Profissional,46.7592960638401,21.386121780676678
250001973490,RUTE COSTA,PL,ELEITO 1T,43090,1550036.12,1550036.12,35.97206126711534,DIREITA,Vereador,2024,SP_CAPITAL,Outros,27.799352185418748,35.97206126711534
250001973504,GILBERTO NASCIMENTO,PL,ELEITO 1T,22306,1236331.6,1236331.6,55.4259661077737,DIREITA,Vereador,2024,SP_CAPITAL,Outros,18.042085149324016,55.4259661077737
250001973518,ZOE MARTINEZ,PL,ELEITO 1T,60272,959000.0,959000.0,15.91120254844704,DIREITA,Vereador,2024,SP_CAPITAL,Outros,62.848800834202294,15.91120254844704
250001973520,SONAIRA FERNANDES,PL,ELEITO 1T,33957,1771285.0,1771285.0,52.16258797891451,DIREITA,Vereador,2024,SP_CAPITAL,Outros,19.170827958233712,52.16258797891451
250001977564,ANDRÉ SANTOS,REPUBLICANOS,ELEITO 1T,41379,833076.0,833076.0,20.13282099615747,DIREITA,Vereador,2024,SP_CAPITAL,Outros,49.670138138657215,20.13282099615747
250001977569,SANSÃO PEREIRA,REPUBLICANOS,ELEITO 1T,42229,730502.5,730502.5,17.29859811977551,DIREITA,Vereador,2024,SP_CAPITAL,Outros,57.8081526072806,17.29859811977551
250002034102,ELISEU GABRIEL,PSB,ELEITO 1T,30706,1065707.78,1065707.78,34.70682537614798,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,28.81277642544751,34.70682537614798
250002034110,RENATA FALZONI,PSB,ELEITO 1T,30206,432572.32,432572.32,14.320741574521618,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,69.82878608598905,14.320741574521618
250002052100,MARINA BRAGANTE,REDE,ELEITO 1T,39147,1331856.4,1331856.4,34.02192760620227,CENTRO,Vereador,2024,SP_CAPITAL,Outros,29.392808413880058,34.02192760620226
250002052106,PROFESSOR TONINHO VESPOLI,PSOL,ELEITO 1T,34735,528464.74,528464.74,15.214185691665469,ESQUERDA,Vereador,2024,SP_CAPITAL,Profissional,65.72813164412824,15.214185691665467
250002052107,SILVIA DA BANCADA FEMINISTA,PSOL,ELEITO 1T,34537,686787.54,686787.54,19.885558676202336,ESQUERDA,Vereador,2024,SP_CAPITAL,Coletivo/Mandata,50.28774983308521,19.885558676202336
250002052111,CELSO GIANNAZI,PSOL,ELEITO 1T,57789,492970.14,492970.14,8.530518610808285,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,117.22616708590098,8.530518610808286
250002052115,KEIT LIMA,PSOL,ELEITO 1T,27769,772937.5599999999,772937.5599999999,27.83454787712917,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,35.926576009580906,27.83454787712917
250002052116,LUANA ALVES,PSOL,ELEITO 1T,83262,601539.49,601539.49,7.224658187408422,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,138.41485286360833,7.224658187408422
250002052119,AMANDA PASCHOAL,PSOL,ELEITO 1T,108654,604880.9,604880.9,5.567037568796363,ESQUERDA,Vereador,2024,SP_CAPITAL,Outros,179.62875005641607,5.567037568796363
250002079329,CRIS MONTEIRO,NOVO,ELEITO 1T,56904,1357878.0,1357878.0,23.862610712779414,DIREITA,Vereador,2024,SP_CAPITAL,Outros,41.90656303438159,23.862610712779418
250002161318,RODRIGO GOULART,PSD,ELEITO 1T,58715,4288678.09,4288678.09,73.04229055607595,DIREITA,Vereador,2024,SP_CAPITAL,Outros,13.690698804581999,73.04229055607595
250002161322,EDIR SALES,PSD,ELEITO 1T,58190,2688055.05,2688055.05,46.19445007733288,DIREITA,Vereador,2024,SP_CAPITAL,Outros,21.64762213482198,46.194450077332874
250002161326,THAMMY MIRANDA,PSD,ELEITO 1T,50234,966154.06,966154.06,19.233070430385794,DIREITA,Vereador,2024,SP_CAPITAL,Outros,51.993778300740146,19.233070430385794
250002174662,MAJOR PALUMBO,PP,ELEITO 1T,43455,643608.3,643608.3,14.810914739385572,DIREITA,Vereador,2024,SP_CAPITAL,Segurança,67.51777439787521,14.810914739385572
250002174669,DR. MURILLO LIMA,PP,ELEITO 1T,113820,2780000.0,2780000.0,24.42452995958531,DIREITA,Vereador,2024,SP_CAPITAL,Profissional,40.94244604316547,24.42452995958531
250002174677,JANAINA PASCHOAL,PP,ELEITO 1T,48893,361700.0,361700.0,7.39778700427464,DIREITA,Vereador,2024,SP_CAPITAL,Outros,135.17555985623446,7.39778700427464
250002174684,SARGENTO NANTES,PP,ELEITO 1T,112484,324811.61,324811.61,2.887624995554923,DIREITA,Vereador,2024,SP_CAPITAL,Segurança,346.3053552796343,2.887624995554923
250000896546,BRUNO COVAS,PSDB,ELEITO 2T,1754013,20461288.72,26190449.5616,14.93173058671743,DIREITA,Prefeito,2020,SP_CAPITAL,Outros,66.97147354704842,14.93173058671743
250002098117,RICARDO NUNES,MDB,ELEITO 2T,1801139,53978876.44,53978876.44,29.96930078133892,DIREITA,Prefeito,2024,SP_CAPITAL,Outros,33.36747851730572,29.96930078133892
250000600541,ADRIANA BORGO,PROS,ELEITO 1T,41953,88226.0,125280.92,2.986220770862632,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,334.8714233580022,2.986220770862632
250000601484,CARLOS GIANNAZI,PSOL,ELEITO 1T,218705,405547.69,575877.7198,2.633125533481173,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,379.77680413813437,2.633125533481173
250000601542,MONICA DA BANCADA ATIVISTA,PSOL,ELEITO 1T,149844,87918.67,124844.5114,0.8331632324283921,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Coletivo/Mandata,1200.2449953118244,0.8331632324283922
250000601581,ISA PENNA,PSOL,ELEITO 1T,53838,47303.25,67170.61499999999,1.2476432073999777,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,801.5111965254451,1.2476432073999775
250000601927,HENI OZI CUKIER,NOVO,ELEITO 1T,130214,566766.99,804809.1257999999,6.180665103598691,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,161.79488505496766,6.180665103598691
250000601932,SERGIO VICTOR,NOVO,ELEITO 1T,29909,37520.0,53278.4,1.781350095289043,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,561.3719631220156,1.7813500952890435
250000601937,RICARDO MELLAO,NOVO,ELEITO 1T,27150,333044.0,472922.48,17.418875874769796,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,57.40898592936415,17.418875874769796
250000602005,DANIEL JOSÉ,NOVO,ELEITO 1T,183480,997959.25,1417102.135,7.723469233703946,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,129.47549472148665,7.723469233703946
250000602972,PAULO CORREA JR,PATRI,ELEITO 1T,46438,850073.4,1207104.228,25.99388922864895,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Familiar/Dinastia,38.47058018920302,25.99388922864895
250000604064,CARUSO,MDB,ELEITO 1T,83758,722176.6599999999,1025490.8572,12.243497423529693,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,81.67600852989838,12.243497423529693
250000604081,ITAMAR BORGES,MDB,ELEITO 1T,82185,963800.02,1368596.0284,16.652625520472107,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,60.05059074742526,16.652625520472107
250000604084,LÉO OLIVEIRA,MDB,ELEITO 1T,76703,784297.66,1113702.6772,14.519675595478663,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,68.87206214933575,14.519675595478665
250000604975,ALEXANDRE PEREIRA,SOLIDARIEDADE,ELEITO 1T,49741,760910.34,1080492.6827999998,21.72237556140809,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,46.03548065786125,21.72237556140809
250000605639,ANALICE FERNANDES,PSDB,ELEITO 1T,110089,945008.0,1341911.36,12.189331904186613,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,82.03895076944575,12.189331904186613
250000605641,CARLÃO PIGNATARI,PSDB,ELEITO 1T,74006,512631.44,727936.6448,9.83618415804124,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,101.66544098124514,9.83618415804124
250000605642,CAUÊ MACRIS,PSDB,ELEITO 1T,114690,751331.25,1066890.375,9.302383599267593,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,107.49932953514555,9.302383599267591
250000605648,MARCOS ZERBINI,PSDB,ELEITO 1T,69296,255990.0,363505.8,5.245696721311475,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,190.63244657994454,5.245696721311475
250000605649,MARIA LÚCIA AMARY,PSDB,ELEITO 1T,70743,844494.95,1199182.829,16.951257778154726,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,58.992672584373715,16.951257778154726
250000605671,MAURO BRAGATO,PSDB,ELEITO 1T,65475,263775.0,374560.5,5.720664375715922,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,174.80487130917436,5.720664375715922
250000605675,CEZAR,PSDB,ELEITO 1T,84657,943641.0,1339970.22,15.828227081044686,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,63.178269737964776,15.828227081044686
250000605678,CARLA MORANDO,PSDB,ELEITO 1T,89636,938233.0,1332290.86,14.863345753938148,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,67.27960289392063,14.863345753938152
250000605695,ALTAIR MORAES,PRB,ELEITO 1T,86230,708853.35,1006571.757,11.673103989330858,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,85.66701718017706,11.673103989330858
250000605698,EDNA MACEDO,PRB,ELEITO 1T,84144,1000540.85,1420768.007,16.884959200893707,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,59.22430656196498,16.884959200893707
250000605701,GILMACI SANTOS,PRB,ELEITO 1T,82678,697625.5,990628.21,11.981763105058176,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,83.46017119783012,11.981763105058176
250000605703,JORGE WILSON XERIFE CONSUMIDOR,PRB,ELEITO 1T,177414,985383.0,1399243.86,7.88688525144577,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,126.79276648746558,7.886885251445771
250000605711,SEBASTIÃO SANTOS,PRB,ELEITO 1T,75280,879436.3,1248799.546,16.588729357066953,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,60.281892511194094,16.588729357066953
250000605715,WELLINGTON MOURA,PRB,ELEITO 1T,80271,922805.86,1310384.3212,16.324504755141955,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,61.257601072707345,16.324504755141955
250000605718,DELEGADO OLIM,PP,ELEITO 1T,161569,539189.65,765649.303,4.738837914451411,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,211.02219954610214,4.738837914451411
250000605723,PROFESSOR KENNY,PP,ELEITO 1T,117567,195903.05,278182.33099999995,2.366159985370044,DIREITA,Deputado Estadual,2018,SP_ESTADO,Profissional,422.6256914929656,2.366159985370044
250000605726,CORONEL TELHADA,PP,ELEITO 1T,214445,744000.0,1056480.0,4.926577910419921,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,202.98065273360592,4.926577910419921
250000605728,CONTE LOPES,PP,ELEITO 1T,116806,261010.0,370634.2,3.173075013269866,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,315.15170483457814,3.1730750132698664
250000605731,ARTHUR MAMÃE FALEI,DEM,ELEITO 1T,478280,276674.33,392877.5486,0.8214383804466002,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,1217.3767671487656,0.8214383804466002
250000605732,DANIEL SOARES,DEM,ELEITO 1T,97330,166583.34,236548.3428,2.430374425151546,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,411.45923428553397,2.4303744251515464
250000605734,EDMIR CHEDID,DEM,ELEITO 1T,135991,735399.19,1044266.8498,7.678940884323226,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,130.226292279646,7.678940884323227
250000605736,ESTEVAM GALVÃO,DEM,ELEITO 1T,59548,485260.47,689069.8673999999,11.571671045207223,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,86.41794223956803,11.571671045207225
250000605740,MILTON LEITE FILHO,DEM,ELEITO 1T,105492,791653.28,1124147.6576,10.65623608994047,DIREITA,Deputado Estadual,2018,SP_ESTADO,Familiar/Dinastia,93.84176472441372,10.65623608994047
250000605741,RODRIGO MORAES,DEM,ELEITO 1T,75845,454200.0,644964.0,8.503711516909487,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,117.59571076835296,8.503711516909487
250000605742,ROGÉRIO NOGUEIRA,DEM,ELEITO 1T,89040,389473.24,553052.0007999999,6.211275840071877,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,160.99751898772988,6.211275840071877
250000605748,ALEX DE MADUREIRA,PSD,ELEITO 1T,118294,508316.26,721809.0891999999,6.101823331698987,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,163.88543975126217,6.101823331698987
250000605769,MARTA COSTA,PSD,ELEITO 1T,117156,986000.0,1400120.0,11.950903069411725,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,83.67568494129075,11.950903069411725
250000606799,LECI BRANDÃO,PC do B,ELEITO 1T,64487,348135.18,494351.9556,7.665916473087599,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,130.44754707550712,7.665916473087599
250000607022,SARGENTO NERI,AVANTE,ELEITO 1T,34238,13263.05,18833.531,0.5500768444418482,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,1817.92782245666,0.5500768444418482
250000608463,DRA.DAMARIS MOURA ,PHS,ELEITO 1T,45103,533697.5,757850.45,16.802661685475467,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Profissional,59.51438044273775,16.802661685475467
250000613301,VALERIA BOLSONARO,PSL,ELEITO 1T,54519,17100.0,24282.0,0.4453860122159247,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,2245.243390165555,0.4453860122159247
250000613314,AGENTE FEDERAL DANILO BALAS,PSL,ELEITO 1T,38661,45802.0,65038.84,1.682285507358837,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,594.429420942932,1.682285507358837
250000613318,LETICIA AGUIAR,PSL,ELEITO 1T,60909,32614.52,46312.6184,0.7603575563545617,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,1315.1707267754052,0.7603575563545617
250000613327,FREDERICO D AVILA,PSL,ELEITO 1T,24470,449259.98,637949.1715999999,26.070664961176945,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,38.357287836315145,26.070664961176945
250000613335,CORONEL NISHIKAWA,PSL,ELEITO 1T,23094,33954.56,48215.47519999999,2.0877922923703123,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,478.97484996684227,2.0877922923703123
250000613342,DOUGLAS GARCIA,PSL,ELEITO 1T,74351,10075.24,14306.840799999998,0.1924229774986214,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,5196.884556092916,0.1924229774986214
250000613355,DELEGADO BRUNO LIMA,PSL,ELEITO 1T,103823,648487.96,920852.9032,8.869449960028124,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,112.74656314728553,8.869449960028124
250000613363,MAJOR MECCA,PSL,ELEITO 1T,131531,60688.24,86177.3008,0.6551862359443781,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,1526.2835895180417,0.6551862359443781
250000613380,GIL DINIZ,PSL,ELEITO 1T,214037,11304.5,16052.39,0.074998201245579,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,13333.65311956662,0.07499820124557903
250000613388,ADALBERTO FREITAS,PSL,ELEITO 1T,26153,14524.57,20624.8894,0.7886242266661568,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,1268.031042144643,0.7886242266661568
250000613418,TENENTE COIMBRA,PSL,ELEITO 1T,24109,40701.56,57796.21519999999,2.3972879505578826,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,417.13804124668707,2.3972879505578826
250000613419,CASTELO BRANCO,PSL,ELEITO 1T,38026,105712.99,150112.4458,3.947626513438173,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,253.31677062049442,3.9476265134381734
250000613425,RODRIGO GAMBALE,PSL,ELEITO 1T,86981,397047.99,563808.1457999999,6.481969002425816,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,154.27411017019048,6.481969002425816
250000613435,TENENTE NASCIMENTO,PSL,ELEITO 1T,45050,187624.89,266427.34380000003,5.914036488346283,DIREITA,Deputado Estadual,2018,SP_ESTADO,Segurança,169.08925096598887,5.914036488346283
