sq_candidato,nome,partido,situacao,votos,receita_total,receita_2024,custo_por_voto,bloco,cargo,ano,escopo,arquetipo,eficiencia,custo_voto
250000613450,JANAINA PASCHOAL,PSL,ELEITO 1T,2060786,65139.4,92497.948,0.0448847905604948,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,22279.26180589433,0.04488479056049488
250000615252,ROBERTO ENGLER,PSB,ELEITO 1T,69969,800038.29,1136054.3718,16.236538635681516,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,61.58948175089448,16.236538635681516
250000615253,RAFAEL SILVA,PSB,ELEITO 1T,71992,280172.31,397844.6802,5.526234584398266,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,180.955039951292,5.526234584398266
250000615256,CAIO FRANÇA,PSB,ELEITO 1T,162166,972533.5,1380997.5699999998,8.51595013751341,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,117.42670915778659,8.51595013751341
250000615259,ED THOMAS,PSB,ELEITO 1T,61371,466267.11,662099.2962,10.788471691841425,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,92.69153486830122,10.788471691841423
250000615261,CARLOS CEZAR,PSB,ELEITO 1T,115566,568857.0,807776.94,6.9897455999169305,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,143.06672334568006,6.9897455999169305
250000615267,RAFA ZIMBALDI,PSB,ELEITO 1T,80789,741611.05,1053087.691,13.03503807449034,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,76.71630832878094,13.035038074490341
250000615286,VINICIUS CAMARINHA,PSB,ELEITO 1T,65441,762561.47,1082837.2873999998,16.546771708867528,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,60.434749303037364,16.546771708867528
250000615314,REINALDO ALGUZ,PV,ELEITO 1T,114352,322643.3,458153.486,4.006519221351616,CENTRO,Deputado Estadual,2018,SP_ESTADO,Outros,249.59321165134602,4.006519221351616
250000615320,CAMPOS MACHADO,PTB,ELEITO 1T,115580,984138.2,1397476.244,12.090986710503548,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,82.70623597090642,12.090986710503547
250000615337,ROQUE BARBIERE - ROQUINHO,PTB,ELEITO 1T,70076,543161.75,771289.6849999999,11.006474185170386,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,90.85561671941717,11.006474185170386
250000615363,FERNANDO CURY,PPS,ELEITO 1T,99815,494570.5,702290.11,7.035917547462806,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,142.1278736219139,7.035917547462806
250000615370,ROBERTO MORAIS,PPS,ELEITO 1T,63447,351997.35,499836.237,7.878012151874793,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,126.93557470103953,7.878012151874794
250000615377,BARROS MUNHOZ,PSB,ELEITO 1T,87494,982300.0,1394866.0,15.94241890872517,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,62.72573852972257,15.94241890872517
250000617697,MARINA HELOU,REDE,ELEITO 1T,39839,323465.75,459321.365,11.529440121488992,CENTRO,Deputado Estadual,2018,SP_ESTADO,Outros,86.73448055263007,11.529440121488992
250000619441,DELEGADA GRACIELA,PR,ELEITO 1T,63089,640706.78,909803.6276,14.420954962037756,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Segurança,69.34353533676766,14.420954962037756
250000619454,ANDRÉ DO PRADO,PR,ELEITO 1T,123313,908600.0,1290212.0,10.462903343524202,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,95.57576584313276,10.462903343524202
250000619460,DALBEN,PR,ELEITO 1T,79564,619274.03,879369.1226,11.052349336383289,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,90.47850095618084,11.052349336383289
250000619478,MARCOS DAMASIO,PR,ELEITO 1T,81695,965275.5,1370691.21,16.778153008140034,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,59.6013160396644,16.778153008140034
250000619483,THIAGO AURICCHIO,PR,ELEITO 1T,73435,513068.31,728557.0002,9.921113912984271,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,100.79513336614838,9.921113912984271
250000619491,RICARDO MADALENA,PR,ELEITO 1T,77554,936888.02,1330380.9884,17.154253660675142,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO,Outros,58.294579279332105,17.154253660675142
250000623517,MARCIO NAKASHIMA,PDT,ELEITO 1T,38081,65459.57,92952.5894,2.4409177647645808,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,409.68197062404806,2.4409177647645808
250000623736,BRUNO GANEM,PODE,ELEITO 1T,106203,464105.0,659029.1,6.205371787990923,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,161.1506988082924,6.205371787990923
250000623768,ATAIDE TERUEL,PODE,ELEITO 1T,58136,91220.65,129533.323,2.228108624604376,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,448.81115263290206,2.228108624604376
250000623781,MARCIO DA FARMACIA,PODE,ELEITO 1T,44969,191169.7,271460.974,6.036624652538415,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,165.6554875545389,6.036624652538415
250000623803,APRÍGIO,PODE,ELEITO 1T,43320,527000.0,748340.0,17.274699907663898,DIREITA,Deputado Estadual,2018,SP_ESTADO,Outros,57.888125718256404,17.274699907663898
250000623999,DR. JORGE DO CARMO,PT,ELEITO 1T,61751,437935.69,621868.6797999999,10.070584764619197,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Profissional,99.29909964248374,10.070584764619195
250000624009,EMIDIO DE SOUZA,PT,ELEITO 1T,65898,267956.29,380497.9318,5.774043700871043,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,173.1888520083672,5.774043700871044
250000624011,ENIO TATTO,PT,ELEITO 1T,86744,412473.66,585712.5972,6.752197237849304,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,148.09993914196113,6.752197237849304
250000624021,JOSE AMERICO,PT,ELEITO 1T,78326,124469.3,176746.406,2.25654834920716,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,443.15469701828056,2.2565483492071596
250000624029,LUIZ FERNANDO,PT,ELEITO 1T,85271,495720.72,703923.4223999999,8.255132722731057,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,121.13675619610979,8.255132722731057
250000624035,MARCIA LIA,PT,ELEITO 1T,63751,526142.5700000001,747122.4494,11.719384000250978,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,85.3287169341481,11.719384000250978
250000624037,PROFESSORA BEBEL,PT,ELEITO 1T,87169,625675.45,888459.1389999999,10.192375030113917,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Profissional,98.11255934416137,10.192375030113915
250000624038,MAURICI,PT,ELEITO 1T,74254,292186.61,414904.9862,5.587644924179169,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,178.96627533949845,5.587644924179169
250000624048,PAULO FIORILO,PT,ELEITO 1T,80430,277871.18,394577.0756,4.905844530647768,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,203.83850196491244,4.905844530647768
250000624061,BARBA,PT,ELEITO 1T,91394,404772.74,574777.2908,6.289004648007527,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,159.0076738640698,6.289004648007527
250000625722,ÉRICA MALUNGUINHO DA SILVA,PSOL,ELEITO 1T,55223,23174.65,32908.003,0.5959111783133839,ESQUERDA,Deputado Estadual,2018,SP_ESTADO,Outros,1678.1024360548408,0.5959111783133839
250001597775,LEO SIQUEIRA,NOVO,ELEITO 1T,90688,519162.73,586653.8849,6.468925159888849,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,154.58518614507858,6.468925159888849
250001602098,DANIEL SOARES,UNIÃO,ELEITO 1T,81753,916646.48,1035810.5224,12.67000015167639,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,78.92659731876073,12.67000015167639
250001602101,RAFAEL SARAIVA,UNIÃO,ELEITO 1T,98070,847724.53,957928.7189,9.767805841745693,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,102.37713732250857,9.767805841745691
250001602142,MILTON LEITE FILHO,UNIÃO,ELEITO 1T,198429,1205477.87,1362189.9931,6.864873547213361,DIREITA,Deputado Estadual,2022,SP_ESTADO,Familiar/Dinastia,145.6691071033533,6.864873547213361
250001602151,EDMIR CHEDID,UNIÃO,ELEITO 1T,129097,966315.51,1091936.5262999998,8.45826414479035,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,118.22756807801093,8.45826414479035
250001602160,FELIPE FRANCO,UNIÃO,ELEITO 1T,90440,758074.53,856624.2189,9.471740589341,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,105.57721577862337,9.471740589341
250001602162,SOLANGE FREITAS,UNIÃO,ELEITO 1T,81870,817994.03,924333.2539,11.290255941126174,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,88.57195135474072,11.290255941126176
250001602177,GUTO ZACARIAS,UNIÃO,ELEITO 1T,152481,732981.28,828268.8463999999,5.431947891212675,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,184.09602227917384,5.431947891212675
250001605001,MARTA COSTA,PSD,ELEITO 1T,170541,1028427.37,1162122.9281,6.814331615857769,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,146.7495355924387,6.814331615857769
250001605013,OSEIAS DE MADUREIRA,PSD,ELEITO 1T,137205,520354.38,588000.4493999999,4.285561381873838,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,233.34165839499784,4.285561381873838
250001605044,PAULO CORRÊA JR,PSD,ELEITO 1T,62239,710256.41,802589.7433,12.895286609682032,DIREITA,Deputado Estadual,2022,SP_ESTADO,Familiar/Dinastia,77.54771415853452,12.895286609682032
250001605053,RAFAEL SILVA,PSD,ELEITO 1T,118182,887586.41,1002972.6433,8.486678540725322,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,117.83172830233465,8.486678540725322
250001606292,ATILA JACOMUSSI,SOLIDARIEDADE,ELEITO 1T,58707,632555.4,714787.602,12.175508917164905,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,82.1320904779767,12.175508917164903
250001609973,CARUSO,MDB,ELEITO 1T,82209,805486.0,910199.18,11.071770487416218,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,90.31979132303766,11.07177048741622
250001609993,ROGÉRIO SANTOS,MDB,ELEITO 1T,76602,535558.48,605181.0824,7.90033004882379,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,126.57699030547226,7.90033004882379
250001610005,LEO OLIVEIRA,MDB,ELEITO 1T,82145,1068268.17,1207143.0320999995,14.695270948931764,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,68.04910256334489,14.69527094893176
250001610018,ITAMAR BORGES,MDB,ELEITO 1T,183480,1248053.01,1410299.9012999998,7.686395799542184,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,130.09998783299213,7.686395799542184
250001610109,GIL DINIZ,PL,ELEITO 1T,196215,516263.63,583377.9018999999,2.973156496190403,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,336.3428737375011,2.973156496190403
250001610113,DANI ALONSO,PL,ELEITO 1T,80337,913720.99,1032504.7187,12.852169220906928,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,77.8078768503356,12.85216922090693
250001610117,AGENTE FEDERAL DANILO BALAS,PL,ELEITO 1T,94552,687940.63,777372.9119,8.221644300490734,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,121.63017073607914,8.221644300490734
250001610121,BRUNO ZAMBELLI,PL,ELEITO 1T,235305,116240.63,131351.9119,0.5582198079088843,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,1791.4090217365156,0.5582198079088843
250001610124,LUCAS BOVE,PL,ELEITO 1T,130451,396631.41,448193.4933,3.4357229404144083,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,291.0595578697572,3.4357229404144083
250001610126,PAULO MANSUR,PL,ELEITO 1T,86201,311509.63,352005.8819,4.083547544692057,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,244.88511252913813,4.083547544692057
250001610129,ALEX DE MADUREIRA,PL,ELEITO 1T,74340,684092.8200000001,773024.8866,10.398505334947538,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,96.16766715877684,10.398505334947538
250001610130,FABIANA B.,PL,ELEITO 1T,65497,1012965.13,1144650.5969,17.476382077041695,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,57.220081112421774,17.476382077041695
250001610134,THIAGO AURICCHIO,PL,ELEITO 1T,123483,993281.26,1122407.8238,9.089573656292767,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,110.01616113289249,9.089573656292767
250001610136,TENENTE COIMBRA,PL,ELEITO 1T,209705,512318.01,578919.3513,2.760636853198541,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,362.2352569992593,2.7606368531985406
250001610138,RICARDO MADALENA,PL,ELEITO 1T,90630,951740.63,1075466.9119,11.866566389716429,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,84.27037503170254,11.866566389716429
250001610140,RODRIGO MORAES,PL,ELEITO 1T,75094,536440.63,606177.9119,8.072254932484618,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,123.88112223460251,8.072254932484618
250001610141,CAPITÃO CONTE LOPES,PL,ELEITO 1T,192454,526964.14,595469.4782,3.094087305018342,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,323.1970857377187,3.094087305018342
250001610158,CARLOS CEZAR,PL,ELEITO 1T,180690,534371.63,603839.9419,3.3418558962864573,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,299.234925453016,3.3418558962864573
250001610161,ANDRÉ DO PRADO,PL,ELEITO 1T,216268,753795.86,851789.3217999999,3.938582322858675,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,253.89846346392648,3.938582322858675
250001610167,VALERIA BOLSONARO,PL,ELEITO 1T,131557,1064252.19,1202604.9747,9.141322580326396,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,109.39336088545453,9.141322580326397
250001610181,MAJOR MECCA,PL,ELEITO 1T,224462,735240.63,830821.9119,3.7013922708520814,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,270.16860868134745,3.7013922708520814
250001610193,MARCOS DAMASIO,PL,ELEITO 1T,183219,982395.63,1110107.0619,6.058907983888133,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,165.04624309515887,6.058907983888134
250001610201,DELEGADA GRACIELA,PL,ELEITO 1T,68955,1026862.19,1160354.2746999995,16.8277032078892,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,59.425816324783895,16.827703207889197
250001610496,DR EDUARDO NÓBREGA,PODE,ELEITO 1T,53607,838120.0,947075.6,17.667013636278842,DIREITA,Deputado Estadual,2022,SP_ESTADO,Profissional,56.60266192054784,17.667013636278845
250001610498,GERSON PESSOA,PODE,ELEITO 1T,143704,1267131.58,1431858.6853999998,9.963944534598896,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,100.36185935475558,9.963944534598896
250001610528,CLARICE GANEM,PODE,ELEITO 1T,59342,1250000.0,1412499.9999999998,23.8027029759698,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,42.0120353982301,23.802702975969797
250001610539,RICARDO FRANÇA,PODE,ELEITO 1T,64175,360978.91,407906.1683,6.356153771717959,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,157.32784887136503,6.356153771717959
250001611431,ROGÉRIO NOGUEIRA,PSDB,ELEITO 1T,139756,946370.16,1069398.2807999998,7.651895308967056,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,130.6865762823658,7.651895308967056
250001611434,BARROS MUNHOZ,PSDB,ELEITO 1T,86372,1234833.36,1395361.6967999998,16.15525513823924,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,61.899362866329184,16.15525513823924
250001611436,DALBEN,CIDADANIA,ELEITO 1T,93397,981481.1,1109073.643,11.874831557758814,CENTRO,Deputado Estadual,2022,SP_ESTADO,Outros,84.21172082618864,11.874831557758814
250001611444,BRUNA FURLAN,PSDB,ELEITO 1T,195436,1359240.01,1535941.2112999998,7.859049567633393,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,127.24184920761753,7.859049567633393
250001611446,CARLA MORANDO,PSDB,ELEITO 1T,177773,1158494.47,1309098.7510999998,7.363878379168939,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,135.79800595686322,7.363878379168939
250001611452,ANALICE FERNANDES,PSDB,ELEITO 1T,90135,1239950.98,1401144.6074,15.54495598158318,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,64.32954851623546,15.544955981583183
250001611455,VINICIUS CAMARINHA,PSDB,ELEITO 1T,123316,1124333.71,1270497.0923,10.302775733076,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,97.0612217433408,10.302775733075999
250001611460,RAFA ZIMBALDI,CIDADANIA,ELEITO 1T,76910,820430.0,927085.9,12.054165908204393,CENTRO,Deputado Estadual,2022,SP_ESTADO,Outros,82.95887144869747,12.054165908204395
250001611484,MAURO BRAGATO,PSDB,ELEITO 1T,78142,1286179.81,1453383.1853,18.59925757339203,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,53.76558693560936,18.59925757339203
250001611488,CARLÃO PIGNATARI,PSDB,ELEITO 1T,105245,1269590.9,1434637.7169999997,13.631409729678367,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,73.3599840244546,13.631409729678367
250001611490,MARIA LUCIA AMARY,PSDB,ELEITO 1T,66956,1414532.0,1598421.16,23.87270983929745,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,41.88883485501406,23.872709839297446
250001611505,ANA CAROLINA SERRA,CIDADANIA,ELEITO 1T,198698,1275652.0,1441486.7599999998,7.254661647324078,CENTRO,Deputado Estadual,2022,SP_ESTADO,Outros,137.8424037692861,7.254661647324078
250001611732,LUIZ CLAUDIO MARCOLINO,PT,ELEITO 1T,70487,1264168.59,1428510.5067,20.26629742647581,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,49.34300424771248,20.266297426475806
250001611733,LUIZ FERNANDO,PT,ELEITO 1T,141017,861512.78,973509.4414,6.903489943765645,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,144.85427054226,6.903489943765646
250001611754,MAURICI,PT,ELEITO 1T,121455,407154.34,460084.40419999993,3.788105917417973,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,263.9841709287829,3.788105917417973
250001611758,REIS,PT,ELEITO 1T,108726,978934.23,1106195.6799,10.174159629711385,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,98.28821606845256,10.174159629711385
250001611759,PAULO FIORILO,PT,ELEITO 1T,110251,993607.04,1122775.9552,10.183816520485074,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,98.19501343022705,10.183816520485074
250001611768,BARBA,PT,ELEITO 1T,108071,902289.48,1019587.1124,9.434419154074634,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,105.99486663342803,9.434419154074636
250001611769,THAINARA FARIA,PT,ELEITO 1T,91388,1421326.45,1606098.8885,17.57450527968661,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,56.90060596788714,17.57450527968661
250001611773,DR. JORGE DO CARMO,PT,ELEITO 1T,82054,779711.4299999999,881073.9158999998,10.737732662636798,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Profissional,93.12953035975812,10.737732662636798
250001611775,MARCIA LIA,PT,ELEITO 1T,108587,1268306.0,1433185.7799999998,13.198502398998036,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,75.76617177990701,13.198502398998036
250001611791,DONATO,PT,ELEITO 1T,88022,735323.71,830915.7922999999,9.439864946263432,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,105.93371893480621,9.439864946263432
250001611797,EDUARDO SUPLICY,PT,ELEITO 1T,807015,377135.09,426162.6517,0.5280727764663606,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,1893.6783802633731,0.5280727764663606
250001611798,BETH SAHÃO,PT,ELEITO 1T,65407,687030.45,776344.4084999999,11.869439180821622,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,84.24997885458463,11.869439180821622
250001611799,ENIO TATTO,PT,ELEITO 1T,142785,675019.25,762771.7525,5.342100028014147,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,187.19230167087238,5.342100028014147
250001611800,PROFESSORA BEBEL,PT,ELEITO 1T,155983,1084638.62,1225641.6405999998,7.857533453004493,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Profissional,127.26640057989559,7.857533453004493
250001611805,RÔMULO FERNANDES,PT,ELEITO 1T,75033,934808.8,1056333.944,14.078258153079313,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,71.03151463245983,14.078258153079311
250001611809,ANA PERUGINI,PT,ELEITO 1T,79061,616107.22,696201.1585999998,8.805873421788238,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,113.56056941787459,8.805873421788238
250001611811,EMÍDIO DE SOUZA,PT,ELEITO 1T,157834,1185754.59,1339902.6867,8.489315905951823,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,117.79512166568148,8.489315905951823
250001611813,LECI BRANDÃO,PC do B,ELEITO 1T,90496,1124959.09,1271203.7717,14.047071381055517,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,71.18921609159352,14.047071381055515
250001612252,CAPITÃO TELHADA,PP,ELEITO 1T,83438,615000.0,694949.9999999999,8.328938852800881,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,120.06331390747538,8.328938852800881
250001612280,LETÍCIA AGUIAR,PP,ELEITO 1T,68556,1143347.92,1291983.1496,18.84566120543789,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,53.06261155280937,18.84566120543789
250001612298,DELEGADO OLIM,PP,ELEITO 1T,201348,937269.26,1059114.2637999998,5.260118122851977,DIREITA,Deputado Estadual,2022,SP_ESTADO,Segurança,190.10979918029125,5.260118122851977
250001619311,MARINA HELOU,REDE,ELEITO 1T,85517,1243267.0,1404891.71,16.4282155594794,CENTRO,Deputado Estadual,2022,SP_ESTADO,Outros,60.87088377793902,16.4282155594794
250001619320,CARLOS GIANNAZI,PSOL,ELEITO 1T,276811,762291.33,861389.2028999999,3.1118315489630106,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,321.35415566862576,3.1118315489630106
250001619328,PAULA DA BANCADA FEMINISTA,PSOL,ELEITO 1T,259771,723218.61,817237.0292999999,3.145990234860704,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Coletivo/Mandata,317.86494087585027,3.145990234860704
250001619350,EDIANE MARIA,PSOL,ELEITO 1T,175617,642444.8300000001,725962.6579,4.133783505583172,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,241.90913690796327,4.133783505583172
250001619379,MONICA DO MOVIMENTO PRETAS,PSOL,ELEITO 1T,106781,898668.5,1015495.405,9.510075809366834,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,105.15163286238602,9.510075809366835
250001619401,GUILHERME CORTEZ,PSOL,ELEITO 1T,45094,101284.08,114451.01039999998,2.5380540737126887,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,394.0026378307972,2.5380540737126887
250001620599,DR VALDOMIRO LOPES,PSB,ELEITO 1T,50824,801078.0,905218.14,17.81084015425783,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Profissional,56.145582765276885,17.810840154257832
250001620622,ANDRÉA WERNER,PSB,ELEITO 1T,88820,390328.28,441070.9564,4.965896829542896,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,201.37349492459123,4.9658968295428965
250001620641,CAIO FRANÇA,PSB,ELEITO 1T,105173,952471.36,1076292.6368,10.233545080961845,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,97.71784773395561,10.233545080961843
250001620642,PROF. CAMILA GODOI,PSB,ELEITO 1T,48986,488974.52,552541.2076,11.27957391091332,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Profissional,88.65583114203191,11.27957391091332
250001639542,JORGE WILSON XERIFE CONSUMIDOR,REPUBLICANOS,ELEITO 1T,177614,1273246.02,1438768.0025999998,8.100532630310672,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,123.44867253027137,8.100532630310672
250001639551,VITÃO DO CACHORRÃO,REPUBLICANOS,ELEITO 1T,56729,221000.0,249730.0,4.402157626610728,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,227.16133424098027,4.4021576266107285
250001639557,TOMÉ ABDUCH,REPUBLICANOS,ELEITO 1T,221656,382525.26,432253.5438,1.950109826939041,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,512.7916316229401,1.9501098269390407
250001639568,GILMACI SANTOS,REPUBLICANOS,ELEITO 1T,96361,699668.8,790625.744,8.204831249156816,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,121.8794109998017,8.204831249156816
250001639572,RUI ALVES,REPUBLICANOS,ELEITO 1T,91717,615225.2,695204.4759999999,7.579886782166882,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,131.92809190141062,7.579886782166882
250001639573,SEBASTIÃO SANTOS,REPUBLICANOS,ELEITO 1T,104374,621456.1,702245.3929999999,6.728164035104527,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,148.62895654482423,6.728164035104527
250001639574,EDNA MACEDO,REPUBLICANOS,ELEITO 1T,82932,1013970.8,1145787.004,13.815981816427916,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,72.37994471091068,13.815981816427916
250001639600,ALTAIR MORAES,REPUBLICANOS,ELEITO 1T,98515,613426.9,693172.397,7.03621171395219,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,142.12193160946077,7.03621171395219
250001643626,MARCIO NAKASHIMA,PDT,ELEITO 1T,85195,422257.87,477151.3930999999,5.600697143024824,ESQUERDA,Deputado Estadual,2022,SP_ESTADO,Outros,178.5492010124868,5.600697143024824
250001643762,HELINHO ZANATTA,PSC,ELEITO 1T,77550,488468.87,551969.8230999999,7.117599266279819,DIREITA,Deputado Estadual,2022,SP_ESTADO,Outros,140.49681115619674,7.117599266279819
250001643810,DR. ELTON,PSC,ELEITO 1T,46042,749850.0,847330.4999999999,18.40342513357369,DIREITA,Deputado Estadual,2022,SP_ESTADO,Profissional,54.33771120005713,18.40342513357369
250000601477,IVAN VALENTE,PSOL,ELEITO 1T,155334,586837.81,833309.6902000001,5.364631633769813,ESQUERDA,Deputado Federal,2018,SP_ESTADO,Outros,186.40608866881024,5.364631633769813
250000601478,LUIZA ERUNDINA,PSOL,ELEITO 1T,176883,326733.33,463961.3286,2.6229842811349875,ESQUERDA,Deputado Federal,2018,SP_ESTADO,Outros,381.2451363861363,2.6229842811349875
250000601643,SÂMIA BOMFIM,PSOL,ELEITO 1T,249887,369320.59,524435.2378,2.098689558880614,ESQUERDA,Deputado Federal,2018,SP_ESTADO,Outros,476.48781391630587,2.098689558880614
250000601946,ADRIANA VENTURA,NOVO,ELEITO 1T,64341,395075.22,561006.8123999999,8.719274061640322,DIREITA,Deputado Federal,2018,SP_ESTADO,Outros,114.68844687419701,8.719274061640322
250000601963,ALEXIS,NOVO,ELEITO 1T,45298,115308.32,163737.8144,3.614680877742946,DIREITA,Deputado Federal,2018,SP_ESTADO,Outros,276.6495947560419,3.6146808777429467
