sq_candidato,nome,partido,situacao,votos,receita_total,receita_2024,custo_por_voto,bloco,cargo,ano,escopo
250001913956,LUNA ZARATTINI,PT,ELEITO 1T,100921,1951350.87,1951350.87,19.335429395269568,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913963,DHEISON,PT,ELEITO 1T,30575,1105382.87,1105382.87,36.15316009811938,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913972,TRIPOLI,PV,ELEITO 1T,39039,1273424.2000000002,1273424.2000000002,32.61928328082175,CENTRO,Vereador,2024,SP_CAPITAL
250001933051,GABRIEL ABREU,PODE,ELEITO 1T,58581,2124460.32,2124460.32,36.26534746760895,DIREITA,Vereador,2024,SP_CAPITAL
250001933054,DANILO DO POSTO DE SAÚDE,PODE,ELEITO 1T,58676,639999.99,639999.99,10.907355477537664,DIREITA,Vereador,2024,SP_CAPITAL
250001933064,DR. MILTON FERREIRA,PODE,ELEITO 1T,33493,1112465.63,1112465.63,33.21486967426029,DIREITA,Vereador,2024,SP_CAPITAL
250001933068,ANA CAROLINA OLIVEIRA,PODE,ELEITO 1T,129563,1540589.0,1540589.0,11.89065551121848,DIREITA,Vereador,2024,SP_CAPITAL
250001933078,KENJI PALUMBO,PODE,ELEITO 1T,32495,643554.0,643554.0,19.80470841667949,DIREITA,Vereador,2024,SP_CAPITAL
250001933095,SIMONE GANEM,PODE,ELEITO 1T,38540,1012760.0,1012760.0,26.27815256875973,DIREITA,Vereador,2024,SP_CAPITAL
250001962463,ELY TERUEL,MDB,ELEITO 1T,35622,1736000.0,1736000.0,48.7339284711695,DIREITA,Vereador,2024,SP_CAPITAL
250001962464,FABIO RIVA,MDB,ELEITO 1T,44627,1140000.0,1140000.0,25.545073610146325,DIREITA,Vereador,2024,SP_CAPITAL
250001962465,JOÃO JORGE,MDB,ELEITO 1T,36296,1421263.1099999999,1421263.1099999999,39.15756860260083,DIREITA,Vereador,2024,SP_CAPITAL
250001962471,MARCELO MESSIAS,MDB,ELEITO 1T,40079,682000.0,682000.0,17.016392624566482,DIREITA,Vereador,2024,SP_CAPITAL
250001962472,GEORGE HATO,MDB,ELEITO 1T,42837,1240465.27,1240465.27,28.957799799238977,DIREITA,Vereador,2024,SP_CAPITAL
250001962497,SIDNEY CRUZ,MDB,ELEITO 1T,42988,1697900.0,1697900.0,39.49706894947427,DIREITA,Vereador,2024,SP_CAPITAL
250001962510,SANDRA SANTANA,MDB,ELEITO 1T,38326,1325798.55,1325798.55,34.59266685800762,DIREITA,Vereador,2024,SP_CAPITAL
250001973467,LUCAS PAVANATO,PL,ELEITO 1T,161386,1077658.34,1077658.34,6.677520602778432,DIREITA,Vereador,2024,SP_CAPITAL
250001973481,ISAC FÉLIX,PL,ELEITO 1T,62275,1052000.0,1052000.0,16.892814130871137,DIREITA,Vereador,2024,SP_CAPITAL
250001973486,DRA SANDRA TADEU,PL,ELEITO 1T,74511,1593501.32,1593501.32,21.386121780676678,DIREITA,Vereador,2024,SP_CAPITAL
250001973490,RUTE COSTA,PL,ELEITO 1T,43090,1550036.12,1550036.12,35.97206126711534,DIREITA,Vereador,2024,SP_CAPITAL
250001973504,GILBERTO NASCIMENTO,PL,ELEITO 1T,22306,1236331.6,1236331.6,55.4259661077737,DIREITA,Vereador,2024,SP_CAPITAL
250001973518,ZOE MARTINEZ,PL,ELEITO 1T,60272,959000.0,959000.0,15.91120254844704,DIREITA,Vereador,2024,SP_CAPITAL
250001973520,SONAIRA FERNANDES,PL,ELEITO 1T,33957,1771285.0,1771285.0,52.16258797891451,DIREITA,Vereador,2024,SP_CAPITAL
250001977564,ANDRÉ SANTOS,REPUBLICANOS,ELEITO 1T,41379,833076.0,833076.0,20.13282099615747,DIREITA,Vereador,2024,SP_CAPITAL
250001977569,SANSÃO PEREIRA,REPUBLICANOS,ELEITO 1T,42229,730502.5,730502.5,17.29859811977551,DIREITA,Vereador,2024,SP_CAPITAL
250002034102,ELISEU GABRIEL,PSB,ELEITO 1T,30706,1065707.78,1065707.78,34.70682537614798,ESQUERDA,Vereador,2024,SP_CAPITAL
250002034110,RENATA FALZONI,PSB,ELEITO 1T,30206,432572.32,432572.32,14.320741574521618,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052100,MARINA BRAGANTE,REDE,ELEITO 1T,39147,1331856.4000000001,1331856.4000000001,34.02192760620227,CENTRO,Vereador,2024,SP_CAPITAL
250002052106,PROFESSOR TONINHO VESPOLI,PSOL,ELEITO 1T,34735,528464.74,528464.74,15.214185691665467,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052107,SILVIA DA BANCADA FEMINISTA,PSOL,ELEITO 1T,34537,686787.54,686787.54,19.885558676202336,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052111,CELSO GIANNAZI,PSOL,ELEITO 1T,57789,492970.13999999996,492970.13999999996,8.530518610808285,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052115,KEIT LIMA,PSOL,ELEITO 1T,27769,772937.5599999999,772937.5599999999,27.83454787712917,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052116,LUANA ALVES,PSOL,ELEITO 1T,83262,601539.49,601539.49,7.224658187408422,ESQUERDA,Vereador,2024,SP_CAPITAL
250002052119,AMANDA PASCHOAL,PSOL,ELEITO 1T,108654,604880.9,604880.9,5.567037568796363,ESQUERDA,Vereador,2024,SP_CAPITAL
250002079329,CRIS MONTEIRO,NOVO,ELEITO 1T,56904,1357878.0,1357878.0,23.862610712779418,DIREITA,Vereador,2024,SP_CAPITAL
250002161318,RODRIGO GOULART,PSD,ELEITO 1T,58715,4288678.09,4288678.09,73.04229055607595,DIREITA,Vereador,2024,SP_CAPITAL
250002161322,EDIR SALES,PSD,ELEITO 1T,58190,2688055.05,2688055.05,46.194450077332874,DIREITA,Vereador,2024,SP_CAPITAL
250002161326,THAMMY MIRANDA,PSD,ELEITO 1T,50234,966154.06,966154.06,19.233070430385794,DIREITA,Vereador,2024,SP_CAPITAL
250002174662,MAJOR PALUMBO,PP,ELEITO 1T,43455,643608.3,643608.3,14.810914739385572,DIREITA,Vereador,2024,SP_CAPITAL
250002174669,DR. MURILLO LIMA,PP,ELEITO 1T,113820,2780000.0,2780000.0,24.42452995958531,DIREITA,Vereador,2024,SP_CAPITAL
250002174677,JANAINA PASCHOAL,PP,ELEITO 1T,48893,361700.0,361700.0,7.39778700427464,DIREITA,Vereador,2024,SP_CAPITAL
250002174684,SARGENTO NANTES,PP,ELEITO 1T,112484,324811.61,324811.61,2.887624995554923,DIREITA,Vereador,2024,SP_CAPITAL
250000050277,FERNANDO HADDAD,PT,ELEITO 2T,1776317,0,0.0,0.0,ESQUERDA,Prefeito,2012,SP_CAPITAL
250000004975,JOÃO DORIA,PSDB,ELEITO 1T,3085187,0,0.0,0.0,DIREITA,Prefeito,2016,SP_CAPITAL
250000896546,BRUNO COVAS,PSDB,ELEITO 2T,1754013,20461288.72,26190449.5616,14.93173058671743,DIREITA,Prefeito,2020,SP_CAPITAL
250002098117,RICARDO NUNES,MDB,ELEITO 2T,1801139,53978876.44,53978876.44,29.96930078133892,DIREITA,Prefeito,2024,SP_CAPITAL
250000600541,ADRIANA BORGO,PROS,ELEITO 1T,41953,88226.0,125280.92,2.986220770862632,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000601484,CARLOS GIANNAZI,PSOL,ELEITO 1T,218705,405547.69,575877.7198,2.633125533481173,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000601542,MONICA DA BANCADA ATIVISTA,PSOL,ELEITO 1T,149844,87918.67,124844.51139999999,0.8331632324283921,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000601581,ISA PENNA,PSOL,ELEITO 1T,53838,47303.25,67170.61499999999,1.2476432073999775,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000601927,HENI OZI CUKIER,NOVO,ELEITO 1T,130214,566766.99,804809.1257999999,6.180665103598691,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000601932,SERGIO VICTOR,NOVO,ELEITO 1T,29909,37520.0,53278.399999999994,1.7813500952890433,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000601937,RICARDO MELLAO,NOVO,ELEITO 1T,27150,333044.0,472922.48,17.418875874769796,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000602005,DANIEL JOSÉ,NOVO,ELEITO 1T,183480,997959.25,1417102.135,7.723469233703946,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000602972,PAULO CORREA JR,PATRI,ELEITO 1T,46438,850073.4,1207104.228,25.99388922864895,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000604064,CARUSO,MDB,ELEITO 1T,83758,722176.6599999999,1025490.8571999999,12.243497423529691,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000604081,ITAMAR BORGES,MDB,ELEITO 1T,82185,963800.02,1368596.0284,16.652625520472107,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000604084,LÉO OLIVEIRA,MDB,ELEITO 1T,76703,784297.66,1113702.6772,14.519675595478665,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000604975,ALEXANDRE PEREIRA,SOLIDARIEDADE,ELEITO 1T,49741,760910.34,1080492.6827999998,21.72237556140809,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605639,ANALICE FERNANDES,PSDB,ELEITO 1T,110089,945008.0,1341911.3599999999,12.189331904186611,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605641,CARLÃO PIGNATARI,PSDB,ELEITO 1T,74006,512631.44,727936.6448,9.83618415804124,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605642,CAUÊ MACRIS,PSDB,ELEITO 1T,114690,751331.25,1066890.375,9.302383599267591,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605648,MARCOS ZERBINI,PSDB,ELEITO 1T,69296,255990.0,363505.8,5.245696721311475,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605649,MARIA LÚCIA AMARY,PSDB,ELEITO 1T,70743,844494.95,1199182.829,16.951257778154726,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605671,MAURO BRAGATO,PSDB,ELEITO 1T,65475,263775.0,374560.5,5.720664375715922,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605675,CEZAR,PSDB,ELEITO 1T,84657,943641.0,1339970.22,15.828227081044686,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605678,CARLA MORANDO,PSDB,ELEITO 1T,89636,938233.0,1332290.8599999999,14.863345753938148,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605695,ALTAIR MORAES,PRB,ELEITO 1T,86230,708853.35,1006571.7569999999,11.673103989330858,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605698,EDNA MACEDO,PRB,ELEITO 1T,84144,1000540.85,1420768.007,16.884959200893707,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605701,GILMACI SANTOS,PRB,ELEITO 1T,82678,697625.5,990628.21,11.981763105058176,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605703,JORGE WILSON XERIFE CONSUMIDOR,PRB,ELEITO 1T,177414,985383.0,1399243.8599999999,7.88688525144577,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605711,SEBASTIÃO SANTOS,PRB,ELEITO 1T,75280,879436.3,1248799.546,16.588729357066953,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605715,WELLINGTON MOURA,PRB,ELEITO 1T,80271,922805.86,1310384.3212,16.324504755141955,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000605718,DELEGADO OLIM,PP,ELEITO 1T,161569,539189.65,765649.303,4.738837914451411,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605723,PROFESSOR KENNY,PP,ELEITO 1T,117567,195903.05,278182.33099999995,2.366159985370044,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605726,CORONEL TELHADA,PP,ELEITO 1T,214445,744000.0,1056480.0,4.926577910419921,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605728,CONTE LOPES,PP,ELEITO 1T,116806,261010.0,370634.19999999995,3.173075013269866,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605731,ARTHUR MAMÃE FALEI,DEM,ELEITO 1T,478280,276674.33,392877.5486,0.8214383804466002,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605732,DANIEL SOARES,DEM,ELEITO 1T,97330,166583.34,236548.34279999998,2.430374425151546,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605734,EDMIR CHEDID,DEM,ELEITO 1T,135991,735399.19,1044266.8497999999,7.678940884323226,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605736,ESTEVAM GALVÃO,DEM,ELEITO 1T,59548,485260.47,689069.8673999999,11.571671045207225,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605740,MILTON LEITE FILHO,DEM,ELEITO 1T,105492,791653.28,1124147.6576,10.65623608994047,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605741,RODRIGO MORAES,DEM,ELEITO 1T,75845,454200.0,644964.0,8.503711516909487,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605742,ROGÉRIO NOGUEIRA,DEM,ELEITO 1T,89040,389473.24,553052.0007999999,6.211275840071877,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605748,ALEX DE MADUREIRA,PSD,ELEITO 1T,118294,508316.26,721809.0891999999,6.101823331698987,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000605769,MARTA COSTA,PSD,ELEITO 1T,117156,986000.0,1400120.0,11.950903069411725,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000606799,LECI BRANDÃO,PC do B,ELEITO 1T,64487,348135.18,494351.9556,7.665916473087599,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000607022,SARGENTO NERI,AVANTE,ELEITO 1T,34238,13263.05,18833.531,0.5500768444418482,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000608463,DRA.DAMARIS MOURA ,PHS,ELEITO 1T,45103,533697.5,757850.45,16.802661685475467,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000613301,VALERIA BOLSONARO,PSL,ELEITO 1T,54519,17100.0,24282.0,0.4453860122159247,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613314,AGENTE FEDERAL DANILO BALAS,PSL,ELEITO 1T,38661,45802.0,65038.84,1.682285507358837,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613318,LETICIA AGUIAR,PSL,ELEITO 1T,60909,32614.52,46312.6184,0.7603575563545617,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613327,FREDERICO D AVILA,PSL,ELEITO 1T,24470,449259.98,637949.1715999999,26.070664961176945,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613335,CORONEL NISHIKAWA,PSL,ELEITO 1T,23094,33954.56,48215.47519999999,2.0877922923703123,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613342,DOUGLAS GARCIA,PSL,ELEITO 1T,74351,10075.24,14306.840799999998,0.1924229774986214,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613355,DELEGADO BRUNO LIMA,PSL,ELEITO 1T,103823,648487.96,920852.9032,8.869449960028124,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613363,MAJOR MECCA,PSL,ELEITO 1T,131531,60688.24,86177.3008,0.6551862359443781,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613380,GIL DINIZ,PSL,ELEITO 1T,214037,11304.5,16052.39,0.07499820124557903,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613388,ADALBERTO FREITAS,PSL,ELEITO 1T,26153,14524.57,20624.8894,0.7886242266661568,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613418,TENENTE COIMBRA,PSL,ELEITO 1T,24109,40701.56,57796.21519999999,2.3972879505578826,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613419,CASTELO BRANCO,PSL,ELEITO 1T,38026,105712.99,150112.4458,3.9476265134381734,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613425,RODRIGO GAMBALE,PSL,ELEITO 1T,86981,397047.99,563808.1457999999,6.481969002425816,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613435,TENENTE NASCIMENTO,PSL,ELEITO 1T,45050,187624.89,266427.34380000003,5.914036488346283,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000613450,JANAINA PASCHOAL,PSL,ELEITO 1T,2060786,65139.4,92497.948,0.04488479056049488,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000615252,ROBERTO ENGLER,PSB,ELEITO 1T,69969,800038.29,1136054.3718,16.236538635681516,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615253,RAFAEL SILVA,PSB,ELEITO 1T,71992,280172.31,397844.6802,5.526234584398266,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615256,CAIO FRANÇA,PSB,ELEITO 1T,162166,972533.5,1380997.5699999998,8.51595013751341,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615259,ED THOMAS,PSB,ELEITO 1T,61371,466267.11,662099.2962,10.788471691841423,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615261,CARLOS CEZAR,PSB,ELEITO 1T,115566,568857.0,807776.94,6.9897455999169305,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615267,RAFA ZIMBALDI,PSB,ELEITO 1T,80789,741611.05,1053087.691,13.035038074490341,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615286,VINICIUS CAMARINHA,PSB,ELEITO 1T,65441,762561.47,1082837.2873999998,16.546771708867528,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000615314,REINALDO ALGUZ,PV,ELEITO 1T,114352,322643.3,458153.486,4.006519221351616,CENTRO,Deputado Estadual,2018,SP_ESTADO
250000615320,CAMPOS MACHADO,PTB,ELEITO 1T,115580,984138.2,1397476.244,12.090986710503547,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000615337,ROQUE BARBIERE - ROQUINHO,PTB,ELEITO 1T,70076,543161.75,771289.6849999999,11.006474185170386,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000615363,FERNANDO CURY,PPS,ELEITO 1T,99815,494570.5,702290.11,7.035917547462806,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000615370,ROBERTO MORAIS,PPS,ELEITO 1T,63447,351997.35,499836.23699999996,7.878012151874793,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000615377,BARROS MUNHOZ,PSB,ELEITO 1T,87494,982300.0,1394866.0,15.94241890872517,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000617697,MARINA HELOU,REDE,ELEITO 1T,39839,323465.75,459321.365,11.529440121488992,CENTRO,Deputado Estadual,2018,SP_ESTADO
250000619441,DELEGADA GRACIELA,PR,ELEITO 1T,63089,640706.78,909803.6276,14.420954962037756,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000619454,ANDRÉ DO PRADO,PR,ELEITO 1T,123313,908600.0,1290212.0,10.462903343524202,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000619460,DALBEN,PR,ELEITO 1T,79564,619274.03,879369.1226,11.052349336383289,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000619478,MARCOS DAMASIO,PR,ELEITO 1T,81695,965275.5,1370691.21,16.778153008140034,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000619483,THIAGO AURICCHIO,PR,ELEITO 1T,73435,513068.31,728557.0002,9.921113912984271,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000619491,RICARDO MADALENA,PR,ELEITO 1T,77554,936888.02,1330380.9884,17.154253660675142,DESCONHECIDO,Deputado Estadual,2018,SP_ESTADO
250000623517,MARCIO NAKASHIMA,PDT,ELEITO 1T,38081,65459.57,92952.5894,2.4409177647645808,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000623736,BRUNO GANEM,PODE,ELEITO 1T,106203,464105.0,659029.1,6.205371787990923,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000623768,ATAIDE TERUEL,PODE,ELEITO 1T,58136,91220.65,129533.32299999999,2.228108624604376,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000623781,MARCIO DA FARMACIA,PODE,ELEITO 1T,44969,191169.7,271460.974,6.036624652538415,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000623803,APRÍGIO,PODE,ELEITO 1T,43320,527000.0,748340.0,17.274699907663898,DIREITA,Deputado Estadual,2018,SP_ESTADO
250000623999,DR. JORGE DO CARMO,PT,ELEITO 1T,61751,437935.69,621868.6797999999,10.070584764619195,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624009,EMIDIO DE SOUZA,PT,ELEITO 1T,65898,267956.29,380497.93179999996,5.774043700871043,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624011,ENIO TATTO,PT,ELEITO 1T,86744,412473.66,585712.5972,6.752197237849304,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624021,JOSE AMERICO,PT,ELEITO 1T,78326,124469.3,176746.406,2.2565483492071596,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624029,LUIZ FERNANDO,PT,ELEITO 1T,85271,495720.72,703923.4223999999,8.255132722731057,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624035,MARCIA LIA,PT,ELEITO 1T,63751,526142.5700000001,747122.4494,11.719384000250978,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624037,PROFESSORA BEBEL,PT,ELEITO 1T,87169,625675.45,888459.1389999999,10.192375030113915,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624038,MAURICI,PT,ELEITO 1T,74254,292186.61,414904.9862,5.587644924179169,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624048,PAULO FIORILO,PT,ELEITO 1T,80430,277871.18,394577.0756,4.905844530647768,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000624061,BARBA,PT,ELEITO 1T,91394,404772.74,574777.2908,6.289004648007527,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250000625722,ÉRICA MALUNGUINHO DA SILVA,PSOL,ELEITO 1T,55223,23174.65,32908.003,0.5959111783133839,ESQUERDA,Deputado Estadual,2018,SP_ESTADO
250001597775,LEO SIQUEIRA,NOVO,ELEITO 1T,90688,519162.73,586653.8849,6.468925159888849,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602098,DANIEL SOARES,UNIÃO,ELEITO 1T,81753,916646.48,1035810.5223999999,12.67000015167639,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602101,RAFAEL SARAIVA,UNIÃO,ELEITO 1T,98070,847724.53,957928.7189,9.767805841745691,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602142,MILTON LEITE FILHO,UNIÃO,ELEITO 1T,198429,1205477.87,1362189.9931,6.864873547213361,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602151,EDMIR CHEDID,UNIÃO,ELEITO 1T,129097,966315.51,1091936.5262999998,8.45826414479035,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602160,FELIPE FRANCO,UNIÃO,ELEITO 1T,90440,758074.53,856624.2189,9.471740589341,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602162,SOLANGE FREITAS,UNIÃO,ELEITO 1T,81870,817994.03,924333.2538999999,11.290255941126174,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001602177,GUTO ZACARIAS,UNIÃO,ELEITO 1T,152481,732981.28,828268.8463999999,5.431947891212675,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001605001,MARTA COSTA,PSD,ELEITO 1T,170541,1028427.37,1162122.9281,6.814331615857769,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001605013,OSEIAS DE MADUREIRA,PSD,ELEITO 1T,137205,520354.38,588000.4493999999,4.285561381873838,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001605044,PAULO CORRÊA JR,PSD,ELEITO 1T,62239,710256.41,802589.7433,12.895286609682032,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001605053,RAFAEL SILVA,PSD,ELEITO 1T,118182,887586.41,1002972.6433,8.486678540725322,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001606292,ATILA JACOMUSSI,SOLIDARIEDADE,ELEITO 1T,58707,632555.4,714787.602,12.175508917164903,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001609973,CARUSO,MDB,ELEITO 1T,82209,805486.0,910199.1799999999,11.071770487416218,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001609993,ROGÉRIO SANTOS,MDB,ELEITO 1T,76602,535558.48,605181.0824,7.90033004882379,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610005,LEO OLIVEIRA,MDB,ELEITO 1T,82145,1068268.17,1207143.0320999997,14.695270948931764,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610018,ITAMAR BORGES,MDB,ELEITO 1T,183480,1248053.01,1410299.9012999998,7.686395799542184,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610109,GIL DINIZ,PL,ELEITO 1T,196215,516263.63,583377.9018999999,2.973156496190403,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610113,DANI ALONSO,PL,ELEITO 1T,80337,913720.99,1032504.7186999999,12.852169220906928,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610117,AGENTE FEDERAL DANILO BALAS,PL,ELEITO 1T,94552,687940.63,777372.9119,8.221644300490734,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610121,BRUNO ZAMBELLI,PL,ELEITO 1T,235305,116240.63,131351.9119,0.5582198079088843,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610124,LUCAS BOVE,PL,ELEITO 1T,130451,396631.41000000003,448193.4933,3.4357229404144083,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610126,PAULO MANSUR,PL,ELEITO 1T,86201,311509.63,352005.8819,4.083547544692057,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610129,ALEX DE MADUREIRA,PL,ELEITO 1T,74340,684092.8200000001,773024.8866,10.398505334947538,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610130,FABIANA B.,PL,ELEITO 1T,65497,1012965.13,1144650.5969,17.476382077041695,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610134,THIAGO AURICCHIO,PL,ELEITO 1T,123483,993281.26,1122407.8238,9.089573656292767,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610136,TENENTE COIMBRA,PL,ELEITO 1T,209705,512318.01,578919.3513,2.7606368531985406,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610138,RICARDO MADALENA,PL,ELEITO 1T,90630,951740.63,1075466.9119,11.866566389716429,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610140,RODRIGO MORAES,PL,ELEITO 1T,75094,536440.63,606177.9119,8.072254932484618,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610141,CAPITÃO CONTE LOPES,PL,ELEITO 1T,192454,526964.14,595469.4782,3.094087305018342,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610158,CARLOS CEZAR,PL,ELEITO 1T,180690,534371.63,603839.9419,3.3418558962864573,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610161,ANDRÉ DO PRADO,PL,ELEITO 1T,216268,753795.86,851789.3217999999,3.938582322858675,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610167,VALERIA BOLSONARO,PL,ELEITO 1T,131557,1064252.19,1202604.9747,9.141322580326397,DIREITA,Deputado Estadual,2022,SP_ESTADO
250001610181,MAJOR MECCA,PL,ELEITO 1T,224462,735240.63,830821.9119,3.7013922708520814,DIREITA,Deputado Estadual,2022,SP_ESTADO
