sq_candidato,nome,partido,situacao,votos,receita_total,receita_2024,custo_por_voto,bloco,cargo,ano,escopo
250000049407,MARTA COSTA,PSD,ELEITO 1T,32914,498532.18,1031961.6125999999,31.353272546636685,DIREITA,Vereador,2012,SP_CAPITAL
250000049409,MILTON LEITE,DEM,ELEITO 1T,101664,3330419.63,6893968.634099999,67.81130620573654,DIREITA,Vereador,2012,SP_CAPITAL
250000049418,PATRICIA BEZERRA,PSDB,ELEITO 1T,34511,408721.88,846054.2916,24.515496264958998,DIREITA,Vereador,2012,SP_CAPITAL
250000049420,CORONEL TELHADA,PSDB,ELEITO 1T,89053,189293.08000000002,391836.6756,4.400039028443736,DIREITA,Vereador,2012,SP_CAPITAL
250000049429,SANDRA TADEU,DEM,ELEITO 1T,45770,1970744.71,4079441.5496999994,89.12915773869345,DIREITA,Vereador,2012,SP_CAPITAL
250000081974,ALFREDINHO,PT,ELEITO 1T,36634,1632274.95,3378809.1465,92.23151025004094,ESQUERDA,Vereador,2012,SP_CAPITAL
250000081977,DONATO,PT,ELEITO 1T,47039,1864037.54,3858557.7078,82.02890596738877,ESQUERDA,Vereador,2012,SP_CAPITAL
250000081980,ARSELINO TATTO,PT,ELEITO 1T,32135,909887.54,1883467.2078,58.61108473004512,ESQUERDA,Vereador,2012,SP_CAPITAL
250000081987,PASTOR EDEMILSON CHAVES,PP,ELEITO 1T,45858,48170.86,99713.68019999999,2.174400981290069,DIREITA,Vereador,2012,SP_CAPITAL
250000081993,ELISEU GABRIEL,PSB,ELEITO 1T,53634,733854.89,1519079.6223,28.3230716019689,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082007,JAIR TATTO,PT,ELEITO 1T,31685,1033676.37,2139710.0859,67.53069546788701,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082015,JOSÉ AMÉRICO,PT,ELEITO 1T,34291,1356549.71,2808057.8996999995,81.88906417718934,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082024,JULIANA CARDOSO,PT,ELEITO 1T,46757,717917.54,1486089.3078,31.78324759501251,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082045,OTA,PSB,ELEITO 1T,62693,280218.19,580051.6533,9.252255487853509,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082047,NABIL BONDUKI,PT,ELEITO 1T,42411,1586718.04,3284506.3427999998,77.44468045554218,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082050,NOEMI NONATO,PSB,ELEITO 1T,35601,548561.0,1135521.27,31.895768939074745,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082052,REIS,PT,ELEITO 1T,28627,1677200.54,3471805.1177999997,121.27729478464386,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082055,PAULO FIORILO,PT,ELEITO 1T,27805,1561119.28,3231516.9096,116.22071244740154,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082067,SENIVAL MOURA,PT,ELEITO 1T,46524,547033.8,1132359.966,24.339265024503483,ESQUERDA,Vereador,2012,SP_CAPITAL
250000082073,VAVA DOS TRANSPORTES,PT,ELEITO 1T,29242,194655.54,402936.9678,13.77939155324533,ESQUERDA,Vereador,2012,SP_CAPITAL
250000004979,ADRIANA RAMALHO,PSDB,ELEITO 1T,29756,404606.05,615001.196,20.668140744723754,DIREITA,Vereador,2016,SP_CAPITAL
250000004981,ALINE CARDOSO,PSDB,ELEITO 1T,25769,658095.72,1000305.4944,38.818172781248784,DIREITA,Vereador,2016,SP_CAPITAL
250000004982,AURÉLIO NOMURA,PSDB,ELEITO 1T,41954,346302.22,526379.3744,12.546583744100682,DIREITA,Vereador,2016,SP_CAPITAL
250000004984,FABIO RIVA,PSDB,ELEITO 1T,28041,103038.42,156618.3984,5.585335701294533,DIREITA,Vereador,2016,SP_CAPITAL
250000004986,PATRICIA BEZERRA,PSDB,ELEITO 1T,45285,373689.54,568008.1008,12.542963471348129,DIREITA,Vereador,2016,SP_CAPITAL
250000004987,CLAUDINHO DE SOUZA,PSDB,ELEITO 1T,24923,325740.0,495124.8,19.866179833888374,DIREITA,Vereador,2016,SP_CAPITAL
250000004989,MARIO COVAS NETO,PSDB,ELEITO 1T,75593,440140.75,669013.9400000001,8.85021020464858,DIREITA,Vereador,2016,SP_CAPITAL
250000004992,EDUARDO TUMA,PSDB,ELEITO 1T,70273,1078024.55,1638597.316,23.317594467291848,DIREITA,Vereador,2016,SP_CAPITAL
250000004997,JOÃO JORGE,PSDB,ELEITO 1T,42404,339344.64,515803.85280000005,12.16403765682483,DIREITA,Vereador,2016,SP_CAPITAL
250000005003,DANIEL ANNENBERG,PSDB,ELEITO 1T,36983,622449.26,946122.8752,25.582642706108214,DIREITA,Vereador,2016,SP_CAPITAL
250000005006,GILSON BARRETO,PSDB,ELEITO 1T,38564,315762.42,479958.8784,12.445775293019397,DIREITA,Vereador,2016,SP_CAPITAL
250000005798,JANAINA LIMA,NOVO,ELEITO 1T,19425,304017.98,462107.3296,23.789309117117117,DIREITA,Vereador,2016,SP_CAPITAL
250000008293,ANDRÉ SANTOS,PRB,ELEITO 1T,37393,136263.8,207120.976,5.539030727676303,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000008347,ATILIO FRANCISCO,PRB,ELEITO 1T,46961,96377.18,146493.3136,3.1194675070803433,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000008365,SOUZA SANTOS,PRB,ELEITO 1T,55924,272900.56,414808.8512,7.417367341391889,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000008366,RINALDI DIGILIO,PRB,ELEITO 1T,20916,192080.0,291961.6,13.958768406961177,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000008375,GILBERTO NASCIMENTO JR,PSC,ELEITO 1T,30382,696763.86,1059081.0672,34.85883309854519,DIREITA,Vereador,2016,SP_CAPITAL
250000010842,SONINHA,PPS,ELEITO 1T,40113,83245.6,126533.312,3.1544215590955553,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000010847,CLAUDIO FONSECA,PPS,ELEITO 1T,18444,81487.2,123860.544,6.715492517891997,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000010863,ZÉ TURIN,PHS,ELEITO 1T,14957,91928.35,139731.092,9.342187069599518,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000010991,CAMILO CRISTÓFARO,PSB,ELEITO 1T,29603,43189.56,65648.1312,2.217617511738675,ESQUERDA,Vereador,2016,SP_CAPITAL
250000010992,ELISEU GABRIEL,PSB,ELEITO 1T,52355,580297.47,882052.1544,16.847524675771176,ESQUERDA,Vereador,2016,SP_CAPITAL
250000010999,OTA,PSB,ELEITO 1T,45915,170047.34,258471.95679999999,5.629357656539257,ESQUERDA,Vereador,2016,SP_CAPITAL
250000011011,CONTE LOPES,PP,ELEITO 1T,80052,214125.56,325470.8512,4.065742907110378,DIREITA,Vereador,2016,SP_CAPITAL
250000011016,DAVID SOARES,DEM,ELEITO 1T,24892,327005.77,497048.77040000004,19.968213498312714,DIREITA,Vereador,2016,SP_CAPITAL
250000011018,FERNANDO HOLIDAY,DEM,ELEITO 1T,48055,59164.14,89929.4928,1.8713868026219957,DIREITA,Vereador,2016,SP_CAPITAL
250000011022,MILTON LEITE,DEM,ELEITO 1T,107957,2396056.0,3642005.12,33.73570143668312,DIREITA,Vereador,2016,SP_CAPITAL
250000011027,SANDRA TADEU,DEM,ELEITO 1T,34182,664122.47,1009466.1544,29.532097431396643,DIREITA,Vereador,2016,SP_CAPITAL
250000011622,TRIPOLI,PV,ELEITO 1T,88843,517744.57,786971.7464000001,8.858005092128812,CENTRO,Vereador,2016,SP_CAPITAL
250000011624,GILBERTO NATALINI,PV,ELEITO 1T,28006,194032.27,294929.0504,10.530923744911805,CENTRO,Vereador,2016,SP_CAPITAL
250000014868,TONINHO VESPOLI,PSOL,ELEITO 1T,16012,209725.37,318782.5624,19.90897841618786,ESQUERDA,Vereador,2016,SP_CAPITAL
250000014885,SÂMIA BOMFIM,PSOL,ELEITO 1T,12464,45004.78,68407.2656,5.488387804878049,ESQUERDA,Vereador,2016,SP_CAPITAL
250000019125,ADILSON AMADEU,PTB,ELEITO 1T,67071,230780.0,350785.6,5.2300636638785765,DIREITA,Vereador,2016,SP_CAPITAL
250000019126,PAULO FRANGE,PTB,ELEITO 1T,29242,583665.06,887170.8912000001,30.338926585048906,DIREITA,Vereador,2016,SP_CAPITAL
250000020779,GEORGE HATO,PMDB,ELEITO 1T,26104,440827.42,670057.6784,25.668774072939012,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000020813,RICARDO NUNES,PMDB,ELEITO 1T,54692,757606.86,1151562.4272,21.055408966576465,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000020825,EDIR SALES,PSD,ELEITO 1T,39062,696302.46,1058379.7392,27.09486813783216,DIREITA,Vereador,2016,SP_CAPITAL
250000020837,POLICE NETO,PSD,ELEITO 1T,33537,370683.62,563439.1024,16.80052188329308,DIREITA,Vereador,2016,SP_CAPITAL
250000020852,RODRIGO GOULART,PSD,ELEITO 1T,49364,1086525.56,1651518.8512000002,33.45593653674743,DIREITA,Vereador,2016,SP_CAPITAL
250000020854,RUTE COSTA,PSD,ELEITO 1T,33999,373085.75,567090.34,16.67961822406541,DIREITA,Vereador,2016,SP_CAPITAL
250000022073,ALESSANDRO GUEDES,PT,ELEITO 1T,26780,248417.27,377594.25039999996,14.099859985063478,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022074,ALFREDINHO,PT,ELEITO 1T,36324,357368.57,543200.2264,14.954306419997799,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022075,DONATO,PT,ELEITO 1T,32592,992219.14,1508173.0928,46.27433397152676,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022076,ARSELINO TATTO,PT,ELEITO 1T,26596,196457.79,298615.8408,11.227847826740863,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022081,EDUARDO SUPLICY,PT,ELEITO 1T,301446,207189.53,314928.0856,1.0447247122204308,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022084,JAIR TATTO,PT,ELEITO 1T,30989,198295.99,301409.9048,9.726351440833845,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022086,JULIANA CARDOSO,PT,ELEITO 1T,34949,245580.61,373282.5272,10.680778482932274,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022098,REIS,PT,ELEITO 1T,29308,347904.7,528815.144,18.043371912105908,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022100,SENIVAL MOURA,PT,ELEITO 1T,45320,314777.34,478461.5568,10.557404165931157,ESQUERDA,Vereador,2016,SP_CAPITAL
250000022111,TONINHO PAIVA,PR,ELEITO 1T,35219,190638.0,289769.76,8.227654391095715,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000022114,CELSO JATENE,PR,ELEITO 1T,53715,492383.54,748422.9808,13.933221275249,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000022120,ISAC FELIX,PR,ELEITO 1T,25876,336409.36,511342.22719999996,19.7612547225228,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000022124,NOEMI NONATO,PR,ELEITO 1T,32116,230268.78,350008.5456,10.89826085440279,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000022137,RICARDO TEIXEIRA,PROS,ELEITO 1T,28515,406268.85,617528.652,21.65627396107312,DIREITA,Vereador,2016,SP_CAPITAL
250000058381,DR. MILTON FERREIRA,PTN,ELEITO 1T,21849,142195.59,216137.2968,9.892319868186188,DESCONHECIDO,Vereador,2016,SP_CAPITAL
250000641025,ISAC FÉLIX,PL,ELEITO 1T,23929,538810.0,689676.8,28.821797818546536,DIREITA,Vereador,2020,SP_CAPITAL
250000641041,THAMMY MIRANDA,PL,ELEITO 1T,43321,185780.0,237798.4,5.489217700422428,DIREITA,Vereador,2020,SP_CAPITAL
250000651019,ELI CORRÊA,DEM,ELEITO 1T,32482,415309.0,531595.52,16.365849393510253,DIREITA,Vereador,2020,SP_CAPITAL
250000651026,DRA SANDRA TADEU,DEM,ELEITO 1T,28464,731796.5,936699.52,32.90821810005621,DIREITA,Vereador,2020,SP_CAPITAL
250000651028,RICARDO TEIXEIRA,DEM,ELEITO 1T,23280,353418.51,452375.6928,19.43194556701031,DIREITA,Vereador,2020,SP_CAPITAL
250000651049,MILTON LEITE,DEM,ELEITO 1T,132716,2570274.15,3289950.912,24.78940679345369,DIREITA,Vereador,2020,SP_CAPITAL
250000651052,ADILSON AMADEU,DEM,ELEITO 1T,30549,655503.95,839045.056,27.465548986873547,DIREITA,Vereador,2020,SP_CAPITAL
250000658736,FERNANDO HOLIDAY,PATRIOTA,ELEITO 1T,67715,186836.47999999998,239150.69439999998,3.5317240552314844,DIREITA,Vereador,2020,SP_CAPITAL
250000658737,MARLON DO UBER,PATRIOTA,ELEITO 1T,25643,8913.01,11408.6528,0.4449032016534727,DIREITA,Vereador,2020,SP_CAPITAL
250000658745,RUBINHO NUNES,PATRIOTA,ELEITO 1T,33038,250608.02,320778.2656,9.709373012894243,DIREITA,Vereador,2020,SP_CAPITAL
250000686837,SILVIA DA BANCADA FEMINISTA,PSOL,ELEITO 1T,46267,124982.37,159977.4336,3.4577005986988563,ESQUERDA,Vereador,2020,SP_CAPITAL
250000686838,ERIKA HILTON,PSOL,ELEITO 1T,50508,97621.34,124955.3152,2.4739707610675534,ESQUERDA,Vereador,2020,SP_CAPITAL
250000686842,LUANA ALVES,PSOL,ELEITO 1T,37550,120321.82,154011.9296,4.101516101198402,ESQUERDA,Vereador,2020,SP_CAPITAL
250000686853,TONINHO VESPOLI,PSOL,ELEITO 1T,26748,299841.46,383797.0688,14.348626768356512,ESQUERDA,Vereador,2020,SP_CAPITAL
250000686857,CELSO GIANNAZI,PSOL,ELEITO 1T,28535,248499.79,318079.73120000004,11.147003020851587,ESQUERDA,Vereador,2020,SP_CAPITAL
250000686862,ELAINE DO QUILOMBO PERIFÉRICO,PSOL,ELEITO 1T,22742,230980.76,295655.3728,13.000412136135784,ESQUERDA,Vereador,2020,SP_CAPITAL
250000688220,CRIS MONTEIRO,NOVO,ELEITO 1T,18085,360185.70999999996,461037.70879999996,25.492823267901574,DIREITA,Vereador,2020,SP_CAPITAL
250000688246,JANAÍNA LIMA,NOVO,ELEITO 1T,30931,964237.48,1234223.9744,39.9024918172707,DIREITA,Vereador,2020,SP_CAPITAL
250000706751,ROBERTO TRIPOLI,PV,ELEITO 1T,46219,622824.0,797214.72,17.248636275124948,CENTRO,Vereador,2020,SP_CAPITAL
250000707285,FARIA DE SÁ,PP,ELEITO 1T,34213,573430.0,733990.4,21.453552743109345,DIREITA,Vereador,2020,SP_CAPITAL
250000754045,RINALDI DIGILIO,PSL,ELEITO 1T,13673,171939.0,220081.92,16.096095955532803,DIREITA,Vereador,2020,SP_CAPITAL
250000789456,SENIVAL MOURA,PT,ELEITO 1T,25311,285460.59,365389.55520000006,14.435998388052628,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789460,JAIR TATTO,PT,ELEITO 1T,29918,200546.66999999998,256699.7376,8.580110221271475,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789472,ALFREDINHO,PT,ELEITO 1T,25159,308312.60000000003,394640.128,15.685843157518185,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789479,ARSELINO TATTO,PT,ELEITO 1T,25021,191455.64,245063.21920000002,9.794301554694059,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789495,ALESSANDRO GUEDES,PT,ELEITO 1T,31124,318497.6,407676.92799999996,13.098474746176583,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789502,EDUARDO SUPLICY,PT,ELEITO 1T,167552,236633.26,302890.5728,1.8077407181054241,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789503,DONATO,PT,ELEITO 1T,31920,709115.41,907667.7248000001,28.435705664160405,ESQUERDA,Vereador,2020,SP_CAPITAL
250000789522,JULIANA CARDOSO,PT,ELEITO 1T,28402,479243.19,613431.2832000001,21.59817207238927,ESQUERDA,Vereador,2020,SP_CAPITAL
250000811381,DR MILTON FERREIRA,PODE,ELEITO 1T,20126,460958.15,590026.432,29.31662685083971,DIREITA,Vereador,2020,SP_CAPITAL
250000811394,ELY TERUEL,PODE,ELEITO 1T,23084,358500.0,458880.0,19.878703864148328,DIREITA,Vereador,2020,SP_CAPITAL
250000811453,DANILO DO POSTO DE SAÚDE,PODE,ELEITO 1T,19024,124470.0,159321.6,8.374768713204373,DIREITA,Vereador,2020,SP_CAPITAL
250000881905,PAULO FRANGE,PTB,ELEITO 1T,17796,338200.3,432896.384,24.325487974825805,DIREITA,Vereador,2020,SP_CAPITAL
250000883826,SANSÃO PEREIRA,REPUBLICANOS,ELEITO 1T,39709,238096.93,304764.0704,7.674936926137652,DIREITA,Vereador,2020,SP_CAPITAL
250000883844,ANDRÉ SANTOS,REPUBLICANOS,ELEITO 1T,41584,719118.0,920471.04,22.135221238938055,DIREITA,Vereador,2020,SP_CAPITAL
250000883850,SONAIRA FERNANDES,REPUBLICANOS,ELEITO 1T,17881,22002.5,28163.2,1.575034953302388,DIREITA,Vereador,2020,SP_CAPITAL
250000883851,ATILIO FRANCISCO,REPUBLICANOS,ELEITO 1T,35345,279546.92,357820.0576,10.12364005092658,DIREITA,Vereador,2020,SP_CAPITAL
250000885531,DR SIDNEY CRUZ,SOLIDARIEDADE,ELEITO 1T,17899,241856.97,309576.9216,17.29576633331471,DIREITA,Vereador,2020,SP_CAPITAL
250000919185,JOÃO JORGE,PSDB,ELEITO 1T,34323,608200.0,778496.0,22.681467237712322,DIREITA,Vereador,2020,SP_CAPITAL
250000919186,AURÉLIO NOMURA,PSDB,ELEITO 1T,25316,372977.07,477410.6496,18.858060104281876,DIREITA,Vereador,2020,SP_CAPITAL
250000919199,RUTE COSTA,PSDB,ELEITO 1T,41546,221045.84,282938.6752,6.810250690800558,DIREITA,Vereador,2020,SP_CAPITAL
250000919202,EDUARDO TUMA,PSDB,ELEITO 1T,40270,965473.3,1235805.824,30.68800158927241,DIREITA,Vereador,2020,SP_CAPITAL
250000919204,TRIPOLI,PSDB,ELEITO 1T,30495,656567.0700000001,840405.8496000001,27.55880798819479,DIREITA,Vereador,2020,SP_CAPITAL
250000919211,CARLOS BEZERRA JR.,PSDB,ELEITO 1T,34144,193117.07,247189.84960000002,7.2396277413308345,DIREITA,Vereador,2020,SP_CAPITAL
250000919212,SANDRA SANTANA,PSDB,ELEITO 1T,19591,431797.07,552700.2496,28.211946791894235,DIREITA,Vereador,2020,SP_CAPITAL
250000919213,FABIO RIVA,PSDB,ELEITO 1T,24739,238917.07,305813.8496,12.361609183879704,DIREITA,Vereador,2020,SP_CAPITAL
250000925979,GILBERTO NASCIMENTO JR,PSC,ELEITO 1T,22659,296873.08,379997.54240000003,16.770269755946867,DIREITA,Vereador,2020,SP_CAPITAL
250001016136,EDIR SALES,PSD,ELEITO 1T,23106,900171.74,1152219.8272,49.866693811131306,DIREITA,Vereador,2020,SP_CAPITAL
250001016152,FELIPE BECARI,PSD,ELEITO 1T,98717,103000.0,131840.0,1.3355349129329295,DIREITA,Vereador,2020,SP_CAPITAL
250001016164,RODRIGO GOULART,PSD,ELEITO 1T,31472,1167149.41,1493951.2448,47.46921850533808,DIREITA,Vereador,2020,SP_CAPITAL
250001088436,GEORGE HATO,MDB,ELEITO 1T,25599,544594.75,697081.28,27.230801203172,DIREITA,Vereador,2020,SP_CAPITAL
250001088449,DELEGADO PALUMBO,MDB,ELEITO 1T,118395,288360.0,369100.8,3.1175370581527937,DIREITA,Vereador,2020,SP_CAPITAL
250001088452,MARCELO MESSIAS,MDB,ELEITO 1T,23006,159501.24,204161.58719999998,8.874275719377552,DIREITA,Vereador,2020,SP_CAPITAL
250001123275,CAMILO CRISTOFARO,PSB,ELEITO 1T,23431,230000.0,294400.0,12.564551235542657,ESQUERDA,Vereador,2020,SP_CAPITAL
250001123285,ELISEU GABRIEL,PSB,ELEITO 1T,21122,545564.4299999999,698322.4703999999,33.06138009658176,ESQUERDA,Vereador,2020,SP_CAPITAL
250001881793,RICARDO TEIXEIRA,UNIÃO,ELEITO 1T,31566,861102.45,861102.45,27.279428815814484,DIREITA,Vereador,2024,SP_CAPITAL
250001881805,SILVÃO LEITE,UNIÃO,ELEITO 1T,63988,3640826.79,3640826.79,56.89858707882728,DIREITA,Vereador,2024,SP_CAPITAL
250001881806,ADRILLES JORGE,UNIÃO,ELEITO 1T,25038,650568.2000000001,650568.2000000001,25.983233485102648,DIREITA,Vereador,2024,SP_CAPITAL
250001881809,RUBINHO NUNES,UNIÃO,ELEITO 1T,101549,2190134.39,2190134.39,21.567266935174153,DIREITA,Vereador,2024,SP_CAPITAL
250001881810,SILVINHO,UNIÃO,ELEITO 1T,53453,3701246.14,3701246.14,69.24300114118945,DIREITA,Vereador,2024,SP_CAPITAL
250001881822,AMANDA VETTORAZZO,UNIÃO,ELEITO 1T,40144,1053489.28,1053489.28,26.2427580709446,DIREITA,Vereador,2024,SP_CAPITAL
250001881830,PASTORA SANDRA ALVES,UNIÃO,ELEITO 1T,74192,4068007.88,4068007.88,54.83081572137157,DIREITA,Vereador,2024,SP_CAPITAL
250001913931,JOÃO ANANIAS,PT,ELEITO 1T,33225,1679930.87,1679930.87,50.56225342362679,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913934,ALESSANDRO GUEDES,PT,ELEITO 1T,58183,1583192.27,1583192.27,27.210564426035095,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913942,SENIVAL MOURA,PT,ELEITO 1T,30480,1279965.87,1279965.87,41.993630905511814,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913946,JAIR TATTO,PT,ELEITO 1T,30905,1105236.74,1105236.74,35.76239249312409,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913948,HÉLIO RODRIGUES,PT,ELEITO 1T,40753,1467867.87,1467867.87,36.018645743871616,ESQUERDA,Vereador,2024,SP_CAPITAL
250001913953,NABIL BONDUKI,PT,ELEITO 1T,49540,1250124.19,1250124.19,25.234642511102138,ESQUERDA,Vereador,2024,SP_CAPITAL
